USERID,CUSTOM_DOUBLE1,ENDATE,CUSTOM_DOUBLE2,CUSTOM_DOUBLE3,START_DATE,PAY_GROUP,EVENT_REASON,CUSTOMSTRING21,CUSTOMSTRING22,CUSTOMSTRING23,
30001072            ,,,,,03/08/2017,P1,99P1,,,,
30001073            ,,,,,03/08/2017,P1,99P1,,,,
30001074            ,,,,,03/08/2017,P1,99P1,,,,
30001075            ,,,,,03/08/2017,P1,99P1,,,,
30001077            ,,,,,03/08/2017,P1,99P1,,,,
30001078            ,,,,,03/08/2017,P1,99P1,,,,
30001079            ,,,,,03/08/2017,P1,99P1,,,,
30001080            ,,,,,03/08/2017,P1,99P1,,,,
30001081            ,,,,,03/08/2017,P1,99P1,,,,
30001082            ,,,,,03/08/2017,P1,99P1,,,,
30001083            ,,,,,03/08/2017,P1,99P1,,,,
30001084            ,,,,,03/08/2017,P1,99P1,,,,
30001085            ,,,,,03/08/2017,P1,99P1,,,,
30001086            ,,,,,03/08/2017,P1,99P1,,,,
30001087            ,,,,,03/08/2017,P1,99P1,,,,
30001088            ,,,,,03/08/2017,P1,99P1,,,,
30001090            ,,,,,03/08/2017,P1,99P1,,,,
30001091            ,,,,,03/08/2017,P1,99P1,,,,
30001092            ,,,,,03/08/2017,P1,99P1,,,,
30001093            ,,,,,03/08/2017,P1,99P1,,,,
30001094            ,,,,,03/08/2017,P1,99P1,,,,
30001095            ,,,,,03/08/2017,P1,99P1,,,,
30001096            ,,,,,03/08/2017,P1,99P1,,,,
30001097            ,,,,,03/08/2017,P1,99P1,,,,
30001098            ,,,,,03/08/2017,P1,99P1,,,,
30001099            ,,,,,03/08/2017,P1,99P1,,,,
30001100            ,,,,,03/08/2017,P1,99P1,,,,
30001101            ,,,,,03/08/2017,P1,99P1,,,,
30001102            ,,,,,03/08/2017,P1,99P1,,,,
30001103            ,,,,,03/08/2017,P1,99P1,,,,
30001104            ,,,,,03/08/2017,P1,99P1,,,,
30001105            ,,,,,03/08/2017,P1,99P1,,,,
30001106            ,,,,,03/08/2017,P1,99P1,,,,
30001107            ,,,,,03/08/2017,P1,99P1,,,,
30001108            ,,,,,03/08/2017,P1,99P1,,,,
30001109            ,,,,,03/08/2017,P1,99P1,,,,
30001110            ,,,,,03/08/2017,P1,99P1,,,,
30001111            ,,,,,03/08/2017,P1,99P1,,,,
30001112            ,,,,,03/08/2017,P1,99P1,,,,
30001113            ,,,,,03/08/2017,P1,99P1,,,,
30001114            ,,,,,03/08/2017,P1,99P1,,,,
30001115            ,,,,,03/08/2017,P1,99P1,,,,
30001116            ,,,,,03/08/2017,P1,99P1,,,,
30001117            ,,,,,03/08/2017,P1,99P1,,,,
30001118            ,,,,,03/08/2017,P1,99P1,,,,
30001119            ,,,,,03/08/2017,P1,99P1,,,,
30001120            ,,,,,03/08/2017,P1,99P1,,,,
30001121            ,,,,,03/08/2017,P1,99P1,,,,
30001122            ,,,,,03/08/2017,P1,99P1,,,,
30001123            ,,,,,03/08/2017,P1,99P1,,,,
30001124            ,,,,,03/08/2017,P1,99P1,,,,
30001125            ,,,,,03/08/2017,P1,99P1,,,,
30001126            ,,,,,03/08/2017,P1,99P1,,,,
30001127            ,,,,,03/08/2017,P1,99P1,,,,
30001128            ,,,,,03/08/2017,P1,99P1,,,,
30001129            ,,,,,03/08/2017,P1,99P1,,,,
30001130            ,,,,,03/08/2017,P1,99P1,,,,
30001131            ,,,,,03/08/2017,P1,99P1,,,,
30001132            ,,,,,03/08/2017,P1,99P1,,,,
30001133            ,,,,,03/08/2017,P1,99P1,,,,
30001134            ,,,,,03/08/2017,P1,99P1,,,,
30001135            ,,,,,03/08/2017,P1,99P1,,,,
30001136            ,,,,,03/08/2017,P1,99P1,,,,
30001137            ,,,,,03/08/2017,P1,99P1,,,,
30001139            ,,,,,03/08/2017,P1,99P1,,,,
30001140            ,,,,,03/08/2017,P1,99P1,,,,
30001141            ,,,,,03/08/2017,P1,99P1,,,,
30001142            ,,,,,03/08/2017,P1,99P1,,,,
30001143            ,,,,,03/08/2017,P1,99P1,,,,
30001144            ,,,,,03/08/2017,P1,99P1,,,,
30001145            ,,,,,03/08/2017,P1,99P1,,,,
30001146            ,,,,,03/08/2017,P1,99P1,,,,
30001148            ,,,,,03/08/2017,P1,99P1,,,,
30001149            ,,,,,03/08/2017,P1,99P1,,,,
30001150            ,,,,,03/08/2017,P1,99P1,,,,
30001151            ,,,,,03/08/2017,P1,99P1,,,,
30001152            ,,,,,03/08/2017,P1,99P1,,,,
30001153            ,,,,,03/08/2017,P1,99P1,,,,
30001154            ,,,,,03/08/2017,P1,99P1,,,,
30001155            ,,,,,03/08/2017,P1,99P1,,,,
30001156            ,,,,,03/08/2017,P1,99P1,,,,
30001157            ,,,,,03/08/2017,P1,99P1,,,,
30001158            ,,,,,03/08/2017,P1,99P1,,,,
30001159            ,,,,,03/08/2017,P1,99P1,,,,
30001160            ,,,,,03/08/2017,P1,99P1,,,,
30001161            ,,,,,03/08/2017,P1,99P1,,,,
30001162            ,,,,,03/08/2017,P1,99P1,,,,
30001163            ,,,,,03/08/2017,P1,99P1,,,,
30001164            ,,,,,03/08/2017,P1,99P1,,,,
30001165            ,,,,,03/08/2017,P1,99P1,,,,
30001166            ,,,,,03/08/2017,P1,99P1,,,,
30001167            ,,,,,03/08/2017,P1,99P1,,,,
30001168            ,,,,,03/08/2017,P1,99P1,,,,
30001169            ,,,,,03/08/2017,P1,99P1,,,,
30001170            ,,,,,03/08/2017,P1,99P1,,,,
30001171            ,,,,,03/08/2017,P1,99P1,,,,
30001172            ,,,,,03/08/2017,P1,99P1,,,,
30001173            ,,,,,03/08/2017,P1,99P1,,,,
30001174            ,,,,,03/08/2017,P1,99P1,,,,
30001175            ,,,,,03/08/2017,P1,99P1,,,,
30001176            ,,,,,03/08/2017,P1,99P1,,,,
30001177            ,,,,,03/08/2017,P1,99P1,,,,
30001178            ,,,,,03/08/2017,P1,99P1,,,,
30001179            ,,,,,03/08/2017,P1,99P1,,,,
30001180            ,,,,,03/08/2017,P1,99P1,,,,
30001181            ,,,,,03/08/2017,P1,99P1,,,,
30001182            ,,,,,03/08/2017,P1,99P1,,,,
30001183            ,,,,,03/08/2017,P1,99P1,,,,
30001184            ,,,,,03/08/2017,P1,99P1,,,,
30001185            ,,,,,03/08/2017,P1,99P1,,,,
30001187            ,,,,,03/08/2017,P1,99P1,,,,
30001188            ,,,,,03/08/2017,P1,99P1,,,,
30001189            ,,,,,03/08/2017,P1,99P1,,,,
30001190            ,,,,,03/08/2017,P1,99P1,,,,
30001191            ,,,,,03/08/2017,P1,99P1,,,,
30001192            ,,,,,03/08/2017,P1,99P1,,,,
30001193            ,,,,,03/08/2017,P1,99P1,,,,
30001194            ,,,,,03/08/2017,P1,99P1,,,,
30001195            ,,,,,03/08/2017,P1,99P1,,,,
30001196            ,,,,,03/08/2017,P1,99P1,,,,
30001197            ,,,,,03/08/2017,P1,99P1,,,,
30001198            ,,,,,03/08/2017,P1,99P1,,,,
30001199            ,,,,,03/08/2017,P1,99P1,,,,
30001200            ,,,,,03/08/2017,P1,99P1,,,,
30001201            ,,,,,03/08/2017,P1,99P1,,,,
30001202            ,,,,,03/08/2017,P1,99P1,,,,
30001203            ,,,,,03/08/2017,P1,99P1,,,,
30001204            ,,,,,03/08/2017,P1,99P1,,,,
30001205            ,,,,,03/08/2017,P1,99P1,,,,
30001206            ,,,,,03/08/2017,P1,99P1,,,,
30001207            ,,,,,03/08/2017,P1,99P1,,,,
30001208            ,,,,,03/08/2017,P1,99P1,,,,
30001209            ,,,,,03/08/2017,P1,99P1,,,,
30001210            ,,,,,03/08/2017,P1,99P1,,,,
30001211            ,,,,,03/08/2017,P1,99P1,,,,
30001212            ,,,,,03/08/2017,P1,99P1,,,,
30001213            ,,,,,03/08/2017,P1,99P1,,,,
30001214            ,,,,,03/08/2017,P1,99P1,,,,
30001215            ,,,,,03/08/2017,P1,99P1,,,,
30001216            ,,,,,03/08/2017,P1,99P1,,,,
30001217            ,,,,,03/08/2017,P1,99P1,,,,
30001218            ,,,,,03/08/2017,P1,99P1,,,,
30001219            ,,,,,03/08/2017,P1,99P1,,,,
30001220            ,,,,,03/08/2017,P1,99P1,,,,
30001221            ,,,,,03/08/2017,P1,99P1,,,,
30001222            ,,,,,03/08/2017,P1,99P1,,,,
30001223            ,,,,,03/08/2017,P1,99P1,,,,
30001224            ,,,,,03/08/2017,P1,99P1,,,,
30001225            ,,,,,03/08/2017,P1,99P1,,,,
30001226            ,,,,,03/08/2017,P1,99P1,,,,
30001227            ,,,,,03/08/2017,P1,99P1,,,,
30001228            ,,,,,03/08/2017,P1,99P1,,,,
30001229            ,,,,,03/08/2017,P1,99P1,,,,
30001230            ,,,,,03/08/2017,P1,99P1,,,,
30001231            ,,,,,03/08/2017,P1,99P1,,,,
30001232            ,,,,,03/08/2017,P1,99P1,,,,
30001233            ,,,,,03/08/2017,P1,99P1,,,,
30001234            ,,,,,03/08/2017,P1,99P1,,,,
30001235            ,,,,,03/08/2017,P1,99P1,,,,
30001236            ,,,,,03/08/2017,P1,99P1,,,,
30001237            ,,,,,03/08/2017,P1,99P1,,,,
30001238            ,,,,,03/08/2017,P1,99P1,,,,
30001239            ,,,,,03/08/2017,P1,99P1,,,,
30001240            ,,,,,03/08/2017,P1,99P1,,,,
30001241            ,,,,,03/08/2017,P1,99P1,,,,
30001242            ,,,,,03/08/2017,P1,99P1,,,,
30001243            ,,,,,03/08/2017,P1,99P1,,,,
30001244            ,,,,,03/08/2017,P1,99P1,,,,
30001245            ,,,,,03/08/2017,P1,99P1,,,,
30001246            ,,,,,03/08/2017,P1,99P1,,,,
30001247            ,,,,,03/08/2017,P1,99P1,,,,
30001248            ,,,,,03/08/2017,P1,99P1,,,,
30001250            ,,,,,03/08/2017,P1,99P1,,,,
30001251            ,,,,,03/08/2017,P1,99P1,,,,
30001252            ,,,,,03/08/2017,P1,99P1,,,,
30001254            ,,,,,03/08/2017,P1,99P1,,,,
30001255            ,,,,,03/08/2017,P1,99P1,,,,
30001256            ,,,,,03/08/2017,P1,99P1,,,,
30001257            ,,,,,03/08/2017,P1,99P1,,,,
30001258            ,,,,,03/08/2017,P1,99P1,,,,
30001259            ,,,,,03/08/2017,P1,99P1,,,,
30001260            ,,,,,03/08/2017,P1,99P1,,,,
30001261            ,,,,,03/08/2017,P1,99P1,,,,
30001262            ,,,,,03/08/2017,P1,99P1,,,,
30001263            ,,,,,03/08/2017,P1,99P1,,,,
30001264            ,,,,,03/08/2017,P1,99P1,,,,
30001265            ,,,,,03/08/2017,P1,99P1,,,,
30001266            ,,,,,03/08/2017,P1,99P1,,,,
30001267            ,,,,,03/08/2017,P1,99P1,,,,
30001268            ,,,,,03/08/2017,P1,99P1,,,,
30001269            ,,,,,03/08/2017,P1,99P1,,,,
30001270            ,,,,,03/08/2017,P1,99P1,,,,
30001271            ,,,,,03/08/2017,P1,99P1,,,,
30001272            ,,,,,03/08/2017,P1,99P1,,,,
30001273            ,,,,,03/08/2017,P1,99P1,,,,
30001274            ,,,,,03/08/2017,P1,99P1,,,,
30001275            ,,,,,03/08/2017,P1,99P1,,,,
30001276            ,,,,,03/08/2017,P1,99P1,,,,
30001277            ,,,,,03/08/2017,P1,99P1,,,,
30001278            ,,,,,03/08/2017,P1,99P1,,,,
30001279            ,,,,,03/08/2017,P1,99P1,,,,
30001280            ,,,,,03/08/2017,P1,99P1,,,,
30001281            ,,,,,03/08/2017,P1,99P1,,,,
30001282            ,,,,,03/08/2017,P1,99P1,,,,
30001283            ,,,,,03/08/2017,P1,99P1,,,,
30001284            ,,,,,03/08/2017,P1,99P1,,,,
30001285            ,,,,,03/08/2017,P1,99P1,,,,
30001286            ,,,,,03/08/2017,P1,99P1,,,,
30001287            ,,,,,03/08/2017,P1,99P1,,,,
30001288            ,,,,,03/08/2017,P1,99P1,,,,
30001289            ,,,,,03/08/2017,P1,99P1,,,,
30001290            ,,,,,03/08/2017,P1,99P1,,,,
30001291            ,,,,,03/08/2017,P1,99P1,,,,
30001292            ,,,,,03/08/2017,P1,99P1,,,,
30001293            ,,,,,03/08/2017,P1,99P1,,,,
30001294            ,,,,,03/08/2017,P1,99P1,,,,
30001295            ,,,,,03/08/2017,P1,99P1,,,,
30001296            ,,,,,03/08/2017,P1,99P1,,,,
30001297            ,,,,,03/08/2017,P1,99P1,,,,
30001298            ,,,,,03/08/2017,P1,99P1,,,,
30001299            ,,,,,03/08/2017,P1,99P1,,,,
30001300            ,,,,,03/08/2017,P1,99P1,,,,
30001301            ,,,,,03/08/2017,P1,99P1,,,,
30001302            ,,,,,03/08/2017,P1,99P1,,,,
30001303            ,,,,,03/08/2017,P1,99P1,,,,
30001304            ,,,,,03/08/2017,P1,99P1,,,,
30001305            ,,,,,03/08/2017,P1,99P1,,,,
30001306            ,,,,,03/08/2017,P1,99P1,,,,
30001307            ,,,,,03/08/2017,P1,99P1,,,,
30001308            ,,,,,03/08/2017,P1,99P1,,,,
30001309            ,,,,,03/08/2017,P1,99P1,,,,
30001310            ,,,,,03/08/2017,P1,99P1,,,,
30001311            ,,,,,03/08/2017,P1,99P1,,,,
30001312            ,,,,,03/08/2017,P1,99P1,,,,
30001313            ,,,,,03/08/2017,P1,99P1,,,,
30001315            ,,,,,03/08/2017,P1,99P1,,,,
30001316            ,,,,,03/08/2017,P1,99P1,,,,
30001317            ,,,,,03/08/2017,P1,99P1,,,,
30001318            ,,,,,03/08/2017,P1,99P1,,,,
30001319            ,,,,,03/08/2017,P1,99P1,,,,
30001320            ,,,,,03/08/2017,P1,99P1,,,,
30001321            ,,,,,03/08/2017,P1,99P1,,,,
30001322            ,,,,,03/08/2017,P1,99P1,,,,
30001323            ,,,,,03/08/2017,P1,99P1,,,,
30001324            ,,,,,03/08/2017,P1,99P1,,,,
30001325            ,,,,,03/08/2017,P1,99P1,,,,
30001326            ,,,,,03/08/2017,P1,99P1,,,,
30001327            ,,,,,03/08/2017,P1,99P1,,,,
30001328            ,,,,,03/08/2017,P1,99P1,,,,
30001329            ,,,,,03/08/2017,P1,99P1,,,,
30001330            ,,,,,03/08/2017,P1,99P1,,,,
30001331            ,,,,,03/08/2017,P1,99P1,,,,
30001332            ,,,,,03/08/2017,P1,99P1,,,,
30001333            ,,,,,03/08/2017,P1,99P1,,,,
30001334            ,,,,,03/08/2017,P1,99P1,,,,
30001335            ,,,,,03/08/2017,P1,99P1,,,,
30001336            ,,,,,03/08/2017,P1,99P1,,,,
30001337            ,,,,,03/08/2017,P1,99P1,,,,
30001338            ,,,,,03/08/2017,P1,99P1,,,,
30001339            ,,,,,03/08/2017,P1,99P1,,,,
30001340            ,,,,,03/08/2017,P1,99P1,,,,
30001341            ,,,,,03/08/2017,P1,99P1,,,,
30001342            ,,,,,03/08/2017,P1,99P1,,,,
30001343            ,,,,,03/08/2017,P1,99P1,,,,
30001344            ,,,,,03/08/2017,P1,99P1,,,,
30001345            ,,,,,03/08/2017,P1,99P1,,,,
30001346            ,,,,,03/08/2017,P1,99P1,,,,
30001347            ,,,,,03/08/2017,P1,99P1,,,,
30001348            ,,,,,03/08/2017,P1,99P1,,,,
30001349            ,,,,,03/08/2017,P1,99P1,,,,
30001350            ,,,,,03/08/2017,P1,99P1,,,,
30001352            ,,,,,03/08/2017,P1,99P1,,,,
30001353            ,,,,,03/08/2017,P1,99P1,,,,
30001354            ,,,,,03/08/2017,P1,99P1,,,,
30001355            ,,,,,03/08/2017,P1,99P1,,,,
30001356            ,,,,,03/08/2017,P1,99P1,,,,
30001357            ,,,,,03/08/2017,P1,99P1,,,,
30001358            ,,,,,03/08/2017,P1,99P1,,,,
30001359            ,,,,,03/08/2017,P1,99P1,,,,
30001360            ,,,,,03/08/2017,P1,99P1,,,,
30001361            ,,,,,03/08/2017,P1,99P1,,,,
30001362            ,,,,,03/08/2017,P1,99P1,,,,
30001363            ,,,,,03/08/2017,P1,99P1,,,,
30001364            ,,,,,03/08/2017,P1,99P1,,,,
30001365            ,,,,,03/08/2017,P1,99P1,,,,
30001366            ,,,,,03/08/2017,P1,99P1,,,,
30001367            ,,,,,03/08/2017,P1,99P1,,,,
30001368            ,,,,,03/08/2017,P1,99P1,,,,
30001369            ,,,,,03/08/2017,P1,99P1,,,,
30001370            ,,,,,03/08/2017,P1,99P1,,,,
30001371            ,,,,,03/08/2017,P1,99P1,,,,
30001372            ,,,,,03/08/2017,P1,99P1,,,,
30001373            ,,,,,03/08/2017,P1,99P1,,,,
30001374            ,,,,,03/08/2017,P1,99P1,,,,
30001375            ,,,,,03/08/2017,P1,99P1,,,,
30001376            ,,,,,03/08/2017,P1,99P1,,,,
30001377            ,,,,,03/08/2017,P1,99P1,,,,
30001378            ,,,,,03/08/2017,P1,99P1,,,,
30001379            ,,,,,03/08/2017,P1,99P1,,,,
30001380            ,,,,,03/08/2017,P1,99P1,,,,
30001381            ,,,,,03/08/2017,P1,99P1,,,,
30001382            ,,,,,03/08/2017,P1,99P1,,,,
30001383            ,,,,,03/08/2017,P1,99P1,,,,
30001384            ,,,,,03/08/2017,P1,99P1,,,,
30001385            ,,,,,03/08/2017,P1,99P1,,,,
30001386            ,,,,,03/08/2017,P1,99P1,,,,
30001387            ,,,,,03/08/2017,P1,99P1,,,,
30001388            ,,,,,03/08/2017,P1,99P1,,,,
30001389            ,,,,,03/08/2017,P1,99P1,,,,
30001390            ,,,,,03/08/2017,P1,99P1,,,,
30001391            ,,,,,03/08/2017,P1,99P1,,,,
30001392            ,,,,,03/08/2017,P1,99P1,,,,
30001393            ,,,,,03/08/2017,P1,99P1,,,,
30001394            ,,,,,03/08/2017,P1,99P1,,,,
30001395            ,,,,,03/08/2017,P1,99P1,,,,
30001396            ,,,,,03/08/2017,P1,99P1,,,,
30001397            ,,,,,03/08/2017,P1,99P1,,,,
30001398            ,,,,,03/08/2017,P1,99P1,,,,
30001399            ,,,,,03/08/2017,P1,99P1,,,,
30001400            ,,,,,03/08/2017,P1,99P1,,,,
30001401            ,,,,,03/08/2017,P1,99P1,,,,
30001402            ,,,,,03/08/2017,P1,99P1,,,,
30001403            ,,,,,03/08/2017,P1,99P1,,,,
30001404            ,,,,,03/08/2017,P1,99P1,,,,
30001405            ,,,,,03/08/2017,P1,99P1,,,,
30001406            ,,,,,03/08/2017,P1,99P1,,,,
30001407            ,,,,,03/08/2017,P1,99P1,,,,
30001408            ,,,,,03/08/2017,P1,99P1,,,,
30001409            ,,,,,03/08/2017,P1,99P1,,,,
30001410            ,,,,,03/08/2017,P1,99P1,,,,
30001411            ,,,,,03/08/2017,P1,99P1,,,,
30001412            ,,,,,03/08/2017,P1,99P1,,,,
30001413            ,,,,,03/08/2017,P1,99P1,,,,
30001414            ,,,,,03/08/2017,P1,99P1,,,,
30001415            ,,,,,03/08/2017,P1,99P1,,,,
30001416            ,,,,,03/08/2017,P1,99P1,,,,
30001417            ,,,,,03/08/2017,P1,99P1,,,,
30001418            ,,,,,03/08/2017,P1,99P1,,,,
30001419            ,,,,,03/08/2017,P1,99P1,,,,
30001420            ,,,,,03/08/2017,P1,99P1,,,,
30001421            ,,,,,03/08/2017,P1,99P1,,,,
30001422            ,,,,,03/08/2017,P1,99P1,,,,
30001423            ,,,,,03/08/2017,P1,99P1,,,,
30001424            ,,,,,03/08/2017,P1,99P1,,,,
30001425            ,,,,,03/08/2017,P1,99P1,,,,
30001426            ,,,,,03/08/2017,P1,99P1,,,,
30001427            ,,,,,03/08/2017,P1,99P1,,,,
30001428            ,,,,,03/08/2017,P1,99P1,,,,
30001429            ,,,,,03/08/2017,P1,99P1,,,,
30001431            ,,,,,03/08/2017,P1,99P1,,,,
30001432            ,,,,,03/08/2017,P1,99P1,,,,
30001433            ,,,,,03/08/2017,P1,99P1,,,,
30001434            ,,,,,03/08/2017,P1,99P1,,,,
30001435            ,,,,,03/08/2017,P1,99P1,,,,
30001436            ,,,,,03/08/2017,P1,99P1,,,,
30001437            ,,,,,03/08/2017,P1,99P1,,,,
30001438            ,,,,,03/08/2017,P1,99P1,,,,
30001439            ,,,,,03/08/2017,P1,99P1,,,,
30001440            ,,,,,03/08/2017,P1,99P1,,,,
30001441            ,,,,,03/08/2017,P1,99P1,,,,
30001442            ,,,,,03/08/2017,P1,99P1,,,,
30001443            ,,,,,03/08/2017,P1,99P1,,,,
30001444            ,,,,,03/08/2017,P1,99P1,,,,
30001445            ,,,,,03/08/2017,P1,99P1,,,,
30001446            ,,,,,03/08/2017,P1,99P1,,,,
30001447            ,,,,,03/08/2017,P1,99P1,,,,
30001448            ,,,,,03/08/2017,P1,99P1,,,,
30001449            ,,,,,03/08/2017,P1,99P1,,,,
30001450            ,,,,,03/08/2017,P1,99P1,,,,
30001451            ,,,,,03/08/2017,P1,99P1,,,,
30001452            ,,,,,03/08/2017,P1,99P1,,,,
30001453            ,,,,,03/08/2017,P1,99P1,,,,
30001454            ,,,,,03/08/2017,P1,99P1,,,,
30001455            ,,,,,03/08/2017,P1,99P1,,,,
30001457            ,,,,,03/08/2017,P1,99P1,,,,
30001458            ,,,,,03/08/2017,P1,99P1,,,,
30001459            ,,,,,03/08/2017,P1,99P1,,,,
30001460            ,,,,,03/08/2017,P1,99P1,,,,
30001461            ,,,,,03/08/2017,P1,99P1,,,,
30001462            ,,,,,03/08/2017,P1,99P1,,,,
30001463            ,,,,,03/08/2017,P1,99P1,,,,
30001464            ,,,,,03/08/2017,P1,99P1,,,,
30001465            ,,,,,03/08/2017,P1,99P1,,,,
30001466            ,,,,,03/08/2017,P1,99P1,,,,
30001467            ,,,,,03/08/2017,P1,99P1,,,,
30001468            ,,,,,03/08/2017,P1,99P1,,,,
30001469            ,,,,,03/08/2017,P1,99P1,,,,
30001470            ,,,,,03/08/2017,P1,99P1,,,,
30001471            ,,,,,03/08/2017,P1,99P1,,,,
30001472            ,,,,,03/08/2017,P1,99P1,,,,
30001473            ,,,,,03/08/2017,P1,99P1,,,,
30001474            ,,,,,03/08/2017,P1,99P1,,,,
30001475            ,,,,,03/08/2017,P1,99P1,,,,
30001476            ,,,,,03/08/2017,P1,99P1,,,,
30001477            ,,,,,03/08/2017,P1,99P1,,,,
30001478            ,,,,,03/08/2017,P1,99P1,,,,
30001479            ,,,,,03/08/2017,P1,99P1,,,,
30001480            ,,,,,03/08/2017,P1,99P1,,,,
30001481            ,,,,,03/08/2017,P1,99P1,,,,
30001482            ,,,,,03/08/2017,P1,99P1,,,,
30001483            ,,,,,03/08/2017,P1,99P1,,,,
30001484            ,,,,,03/08/2017,P1,99P1,,,,
30001485            ,,,,,03/08/2017,P1,99P1,,,,
30001486            ,,,,,03/08/2017,P1,99P1,,,,
30001487            ,,,,,03/08/2017,P1,99P1,,,,
30001488            ,,,,,03/08/2017,P1,99P1,,,,
30001489            ,,,,,03/08/2017,P1,99P1,,,,
30001490            ,,,,,03/08/2017,P1,99P1,,,,
30001491            ,,,,,03/08/2017,P1,99P1,,,,
30001492            ,,,,,03/08/2017,P1,99P1,,,,
30001493            ,,,,,03/08/2017,P1,99P1,,,,
30001494            ,,,,,03/08/2017,P1,99P1,,,,
30001495            ,,,,,03/08/2017,P1,99P1,,,,
30001496            ,,,,,03/08/2017,P1,99P1,,,,
30001497            ,,,,,03/08/2017,P1,99P1,,,,
30001498            ,,,,,03/08/2017,P1,99P1,,,,
30001499            ,,,,,03/08/2017,P1,99P1,,,,
30001500            ,,,,,03/08/2017,P1,99P1,,,,
30001501            ,,,,,03/08/2017,P1,99P1,,,,
30001503            ,,,,,03/08/2017,P1,99P1,,,,
30001504            ,,,,,03/08/2017,P1,99P1,,,,
30001505            ,,,,,03/08/2017,P1,99P1,,,,
30001506            ,,,,,03/08/2017,P1,99P1,,,,
30001507            ,,,,,03/08/2017,P1,99P1,,,,
30001508            ,,,,,03/08/2017,P1,99P1,,,,
30001509            ,,,,,03/08/2017,P1,99P1,,,,
30001510            ,,,,,03/08/2017,P1,99P1,,,,
30001511            ,,,,,03/08/2017,P1,99P1,,,,
30001512            ,,,,,03/08/2017,P1,99P1,,,,
30001513            ,,,,,03/08/2017,P1,99P1,,,,
30001514            ,,,,,03/08/2017,P1,99P1,,,,
30001515            ,,,,,03/08/2017,P1,99P1,,,,
30001516            ,,,,,03/08/2017,P1,99P1,,,,
30001517            ,,,,,03/08/2017,P1,99P1,,,,
30001518            ,,,,,03/08/2017,P1,99P1,,,,
30001519            ,,,,,03/08/2017,P1,99P1,,,,
30001520            ,,,,,03/08/2017,P1,99P1,,,,
30001521            ,,,,,03/08/2017,P1,99P1,,,,
30001522            ,,,,,03/08/2017,P1,99P1,,,,
30001523            ,,,,,03/08/2017,P1,99P1,,,,
30001524            ,,,,,03/08/2017,P1,99P1,,,,
30001525            ,,,,,03/08/2017,P1,99P1,,,,
30001526            ,,,,,03/08/2017,P1,99P1,,,,
30001527            ,,,,,03/08/2017,P1,99P1,,,,
30001528            ,,,,,03/08/2017,P1,99P1,,,,
30001529            ,,,,,03/08/2017,P1,99P1,,,,
30001530            ,,,,,03/08/2017,P1,99P1,,,,
30001531            ,,,,,03/08/2017,P1,99P1,,,,
30001532            ,,,,,03/08/2017,P1,99P1,,,,
30001533            ,,,,,03/08/2017,P1,99P1,,,,
30001534            ,,,,,03/08/2017,P1,99P1,,,,
30001535            ,,,,,03/08/2017,P1,99P1,,,,
30001536            ,,,,,03/08/2017,P1,99P1,,,,
30001537            ,,,,,03/08/2017,P1,99P1,,,,
30001538            ,,,,,03/08/2017,P1,99P1,,,,
30001539            ,,,,,03/08/2017,P1,99P1,,,,
30001540            ,,,,,03/08/2017,P1,99P1,,,,
30001541            ,,,,,03/08/2017,P1,99P1,,,,
30001542            ,,,,,03/08/2017,P1,99P1,,,,
30001543            ,,,,,03/08/2017,P1,99P1,,,,
30001544            ,,,,,03/08/2017,P1,99P1,,,,
30001545            ,,,,,03/08/2017,P1,99P1,,,,
30001546            ,,,,,03/08/2017,P1,99P1,,,,
30001547            ,,,,,03/08/2017,P1,99P1,,,,
30001548            ,,,,,03/08/2017,P1,99P1,,,,
30001549            ,,,,,03/08/2017,P1,99P1,,,,
30001550            ,,,,,03/08/2017,P1,99P1,,,,
30001551            ,,,,,03/08/2017,P1,99P1,,,,
30001552            ,,,,,03/08/2017,P1,99P1,,,,
30001553            ,,,,,03/08/2017,P1,99P1,,,,
30001554            ,,,,,03/08/2017,P1,99P1,,,,
30001555            ,,,,,03/08/2017,P1,99P1,,,,
30001556            ,,,,,03/08/2017,P1,99P1,,,,
30001557            ,,,,,03/08/2017,P1,99P1,,,,
30001558            ,,,,,03/08/2017,P1,99P1,,,,
30001559            ,,,,,03/08/2017,P1,99P1,,,,
30001560            ,,,,,03/08/2017,P1,99P1,,,,
30001561            ,,,,,03/08/2017,P1,99P1,,,,
30001562            ,,,,,03/08/2017,P1,99P1,,,,
30001563            ,,,,,03/08/2017,P1,99P1,,,,
30001564            ,,,,,03/08/2017,P1,99P1,,,,
30001566            ,,,,,03/08/2017,P1,99P1,,,,
30001567            ,,,,,03/08/2017,P1,99P1,,,,
30001568            ,,,,,03/08/2017,P1,99P1,,,,
30001569            ,,,,,03/08/2017,P1,99P1,,,,
30001570            ,,,,,03/08/2017,P1,99P1,,,,
30001571            ,,,,,03/08/2017,P1,99P1,,,,
30001572            ,,,,,03/08/2017,P1,99P1,,,,
30001573            ,,,,,03/08/2017,P1,99P1,,,,
30001574            ,,,,,03/08/2017,P1,99P1,,,,
30001575            ,,,,,03/08/2017,P1,99P1,,,,
30001576            ,,,,,03/08/2017,P1,99P1,,,,
30001577            ,,,,,03/08/2017,P1,99P1,,,,
30001578            ,,,,,03/08/2017,P1,99P1,,,,
30001579            ,,,,,03/08/2017,P1,99P1,,,,
