USERID,CUSTOM_DOUBLE1,ENDATE,CUSTOM_DOUBLE2,CUSTOM_DOUBLE3,START_DATE,PAY_GROUP,EVENT_REASON,CUSTOMSTRING21,CUSTOMSTRING22,CUSTOMSTRING23,
30002097            ,,,,,03/08/2017,P1,99P1,,,,
30002098            ,,,,,03/08/2017,P1,99P1,,,,
30002099            ,,,,,03/08/2017,P1,99P1,,,,
30002100            ,,,,,03/08/2017,P1,99P1,,,,
30002101            ,,,,,03/08/2017,P1,99P1,,,,
30002102            ,,,,,03/08/2017,P1,99P1,,,,
30002103            ,,,,,03/08/2017,P1,99P1,,,,
30002104            ,,,,,03/08/2017,P1,99P1,,,,
30002105            ,,,,,03/08/2017,P1,99P1,,,,
30002106            ,,,,,03/08/2017,P1,99P1,,,,
30002107            ,,,,,03/08/2017,P1,99P1,,,,
30002108            ,,,,,03/08/2017,P1,99P1,,,,
30002109            ,,,,,03/08/2017,P1,99P1,,,,
30002110            ,,,,,03/08/2017,P1,99P1,,,,
30002111            ,,,,,03/08/2017,P1,99P1,,,,
30002112            ,,,,,03/08/2017,P1,99P1,,,,
30002113            ,,,,,03/08/2017,P1,99P1,,,,
30002114            ,,,,,03/08/2017,P1,99P1,,,,
30002115            ,,,,,03/08/2017,P1,99P1,,,,
30002116            ,,,,,03/08/2017,P1,99P1,,,,
30002117            ,,,,,03/08/2017,P1,99P1,,,,
30002118            ,,,,,03/08/2017,P1,99P1,,,,
30002119            ,,,,,03/08/2017,P1,99P1,,,,
30002120            ,,,,,03/08/2017,P1,99P1,,,,
30002122            ,,,,,03/08/2017,P1,99P1,,,,
30002123            ,,,,,03/08/2017,P1,99P1,,,,
30002124            ,,,,,03/08/2017,P1,99P1,,,,
30002127            ,,,,,03/08/2017,P1,99P1,,,,
30002128            ,,,,,03/08/2017,P1,99P1,,,,
30002129            ,,,,,03/08/2017,P1,99P1,,,,
30002130            ,,,,,03/08/2017,P1,99P1,,,,
30002131            ,,,,,03/08/2017,P1,99P1,,,,
30002132            ,,,,,03/08/2017,P1,99P1,,,,
30002133            ,,,,,03/08/2017,P1,99P1,,,,
30002134            ,,,,,03/08/2017,P1,99P1,,,,
30002135            ,,,,,03/08/2017,P1,99P1,,,,
30002136            ,,,,,03/08/2017,P1,99P1,,,,
30002137            ,,,,,03/08/2017,P1,99P1,,,,
30002138            ,,,,,03/08/2017,P1,99P1,,,,
30002139            ,,,,,03/08/2017,P1,99P1,,,,
30002140            ,,,,,03/08/2017,P1,99P1,,,,
30002141            ,,,,,03/08/2017,P1,99P1,,,,
30002142            ,,,,,03/08/2017,P1,99P1,,,,
30002143            ,,,,,03/08/2017,P1,99P1,,,,
30002144            ,,,,,03/08/2017,P1,99P1,,,,
30002145            ,,,,,03/08/2017,P1,99P1,,,,
30002146            ,,,,,03/08/2017,P1,99P1,,,,
30002147            ,,,,,03/08/2017,P1,99P1,,,,
30002148            ,,,,,03/08/2017,P1,99P1,,,,
30002149            ,,,,,03/08/2017,P1,99P1,,,,
30002150            ,,,,,03/08/2017,P1,99P1,,,,
30002151            ,,,,,03/08/2017,P1,99P1,,,,
30002152            ,,,,,03/08/2017,P1,99P1,,,,
30002153            ,,,,,03/08/2017,P1,99P1,,,,
30002154            ,,,,,03/08/2017,P1,99P1,,,,
30002155            ,,,,,03/08/2017,P1,99P1,,,,
30002156            ,,,,,03/08/2017,P1,99P1,,,,
30002157            ,,,,,03/08/2017,P1,99P1,,,,
30002158            ,,,,,03/08/2017,P1,99P1,,,,
30002159            ,,,,,03/08/2017,P1,99P1,,,,
30002160            ,,,,,03/08/2017,P1,99P1,,,,
30002161            ,,,,,03/08/2017,P1,99P1,,,,
30002162            ,,,,,03/08/2017,P1,99P1,,,,
30002163            ,,,,,03/08/2017,P1,99P1,,,,
30002164            ,,,,,03/08/2017,P1,99P1,,,,
30002165            ,,,,,03/08/2017,P1,99P1,,,,
30002166            ,,,,,03/08/2017,P1,99P1,,,,
30002167            ,,,,,03/08/2017,P1,99P1,,,,
30002168            ,,,,,03/08/2017,P1,99P1,,,,
30002169            ,,,,,03/08/2017,P1,99P1,,,,
30002170            ,,,,,03/08/2017,P1,99P1,,,,
30002171            ,,,,,03/08/2017,P1,99P1,,,,
30002172            ,,,,,03/08/2017,P1,99P1,,,,
30002173            ,,,,,03/08/2017,P1,99P1,,,,
30002174            ,,,,,03/08/2017,P1,99P1,,,,
30002175            ,,,,,03/08/2017,P1,99P1,,,,
30002176            ,,,,,03/08/2017,P1,99P1,,,,
30002177            ,,,,,03/08/2017,P1,99P1,,,,
30002178            ,,,,,03/08/2017,P1,99P1,,,,
30002179            ,,,,,03/08/2017,P1,99P1,,,,
30002180            ,,,,,03/08/2017,P1,99P1,,,,
30002181            ,,,,,03/08/2017,P1,99P1,,,,
30002182            ,,,,,03/08/2017,P1,99P1,,,,
30002183            ,,,,,03/08/2017,P1,99P1,,,,
30002184            ,,,,,03/08/2017,P1,99P1,,,,
30002185            ,,,,,03/08/2017,P1,99P1,,,,
30002186            ,,,,,03/08/2017,P1,99P1,,,,
30002187            ,,,,,03/08/2017,P1,99P1,,,,
30002188            ,,,,,03/08/2017,P1,99P1,,,,
30002189            ,,,,,03/08/2017,P1,99P1,,,,
30002190            ,,,,,03/08/2017,P1,99P1,,,,
30002191            ,,,,,03/08/2017,P1,99P1,,,,
30002192            ,,,,,03/08/2017,P1,99P1,,,,
30002193            ,,,,,03/08/2017,P1,99P1,,,,
30002194            ,,,,,03/08/2017,P1,99P1,,,,
30002195            ,,,,,03/08/2017,P1,99P1,,,,
30002196            ,,,,,03/08/2017,P1,99P1,,,,
30002197            ,,,,,03/08/2017,P1,99P1,,,,
30002198            ,,,,,03/08/2017,P1,99P1,,,,
30002199            ,,,,,03/08/2017,P1,99P1,,,,
30002200            ,,,,,03/08/2017,P1,99P1,,,,
30002201            ,,,,,03/08/2017,P1,99P1,,,,
30002202            ,,,,,03/08/2017,P1,99P1,,,,
30002203            ,,,,,03/08/2017,P1,99P1,,,,
30002204            ,,,,,03/08/2017,P1,99P1,,,,
30002205            ,,,,,03/08/2017,P1,99P1,,,,
30002206            ,,,,,03/08/2017,P1,99P1,,,,
30002207            ,,,,,03/08/2017,P1,99P1,,,,
30002208            ,,,,,03/08/2017,P1,99P1,,,,
30002209            ,,,,,03/08/2017,P1,99P1,,,,
30002210            ,,,,,03/08/2017,P1,99P1,,,,
30002211            ,,,,,03/08/2017,P1,99P1,,,,
30002212            ,,,,,03/08/2017,P1,99P1,,,,
30002213            ,,,,,03/08/2017,P1,99P1,,,,
30002214            ,,,,,03/08/2017,P1,99P1,,,,
30002215            ,,,,,03/08/2017,P1,99P1,,,,
30002216            ,,,,,03/08/2017,P1,99P1,,,,
30002217            ,,,,,03/08/2017,P1,99P1,,,,
30002218            ,,,,,03/08/2017,P1,99P1,,,,
30002219            ,,,,,03/08/2017,P1,99P1,,,,
30002220            ,,,,,03/08/2017,P1,99P1,,,,
30002221            ,,,,,03/08/2017,P1,99P1,,,,
30002222            ,,,,,03/08/2017,P1,99P1,,,,
30002223            ,,,,,03/08/2017,P1,99P1,,,,
30002224            ,,,,,03/08/2017,P1,99P1,,,,
30002225            ,,,,,03/08/2017,P1,99P1,,,,
30002226            ,,,,,03/08/2017,P1,99P1,,,,
30002227            ,,,,,03/08/2017,P1,99P1,,,,
30002228            ,,,,,03/08/2017,P1,99P1,,,,
30002229            ,,,,,03/08/2017,P1,99P1,,,,
30002230            ,,,,,03/08/2017,P1,99P1,,,,
30002231            ,,,,,03/08/2017,P1,99P1,,,,
30002232            ,,,,,03/08/2017,P1,99P1,,,,
30002233            ,,,,,03/08/2017,P1,99P1,,,,
30002234            ,,,,,03/08/2017,P1,99P1,,,,
30002235            ,,,,,03/08/2017,P1,99P1,,,,
30002236            ,,,,,03/08/2017,P1,99P1,,,,
30002237            ,,,,,03/08/2017,P1,99P1,,,,
30002238            ,,,,,03/08/2017,P1,99P1,,,,
30002239            ,,,,,03/08/2017,P1,99P1,,,,
30002240            ,,,,,03/08/2017,P1,99P1,,,,
30002241            ,,,,,03/08/2017,P1,99P1,,,,
30002242            ,,,,,03/08/2017,P1,99P1,,,,
30002243            ,,,,,03/08/2017,P1,99P1,,,,
30002244            ,,,,,03/08/2017,P1,99P1,,,,
30002245            ,,,,,03/08/2017,P1,99P1,,,,
30002246            ,,,,,03/08/2017,P1,99P1,,,,
30002247            ,,,,,03/08/2017,P1,99P1,,,,
30002248            ,,,,,03/08/2017,P1,99P1,,,,
30002249            ,,,,,03/08/2017,P1,99P1,,,,
30002250            ,,,,,03/08/2017,P1,99P1,,,,
30002251            ,,,,,03/08/2017,P1,99P1,,,,
30002252            ,,,,,03/08/2017,P1,99P1,,,,
30002253            ,,,,,03/08/2017,P1,99P1,,,,
30002254            ,,,,,03/08/2017,P1,99P1,,,,
30002255            ,,,,,03/08/2017,P1,99P1,,,,
30002256            ,,,,,03/08/2017,P1,99P1,,,,
30002257            ,,,,,03/08/2017,P1,99P1,,,,
30002258            ,,,,,03/08/2017,P1,99P1,,,,
30002259            ,,,,,03/08/2017,P1,99P1,,,,
30002260            ,,,,,03/08/2017,P1,99P1,,,,
30002261            ,,,,,03/08/2017,P1,99P1,,,,
30002262            ,,,,,03/08/2017,P1,99P1,,,,
30002263            ,,,,,03/08/2017,P1,99P1,,,,
30002264            ,,,,,03/08/2017,P1,99P1,,,,
30002265            ,,,,,03/08/2017,P1,99P1,,,,
30002266            ,,,,,03/08/2017,P1,99P1,,,,
30002267            ,,,,,03/08/2017,P1,99P1,,,,
30002268            ,,,,,03/08/2017,P1,99P1,,,,
30002269            ,,,,,03/08/2017,P1,99P1,,,,
30002270            ,,,,,03/08/2017,P1,99P1,,,,
30002271            ,,,,,03/08/2017,P1,99P1,,,,
30002272            ,,,,,03/08/2017,P1,99P1,,,,
30002273            ,,,,,03/08/2017,P1,99P1,,,,
30002274            ,,,,,03/08/2017,P1,99P1,,,,
30002275            ,,,,,03/08/2017,P1,99P1,,,,
30002276            ,,,,,03/08/2017,P1,99P1,,,,
30002277            ,,,,,03/08/2017,P1,99P1,,,,
30002278            ,,,,,03/08/2017,P1,99P1,,,,
30002279            ,,,,,03/08/2017,P1,99P1,,,,
30002280            ,,,,,03/08/2017,P1,99P1,,,,
30002281            ,,,,,03/08/2017,P1,99P1,,,,
30002282            ,,,,,03/08/2017,P1,99P1,,,,
30002283            ,,,,,03/08/2017,P1,99P1,,,,
30002284            ,,,,,03/08/2017,P1,99P1,,,,
30002285            ,,,,,03/08/2017,P1,99P1,,,,
30002286            ,,,,,03/08/2017,P1,99P1,,,,
30002287            ,,,,,03/08/2017,P1,99P1,,,,
30002288            ,,,,,03/08/2017,P1,99P1,,,,
30002290            ,,,,,03/08/2017,P1,99P1,,,,
30002291            ,,,,,03/08/2017,P1,99P1,,,,
30002292            ,,,,,03/08/2017,P1,99P1,,,,
30002293            ,,,,,03/08/2017,P1,99P1,,,,
30002294            ,,,,,03/08/2017,P1,99P1,,,,
30002295            ,,,,,03/08/2017,P1,99P1,,,,
30002296            ,,,,,03/08/2017,P1,99P1,,,,
30002297            ,,,,,03/08/2017,P1,99P1,,,,
30002298            ,,,,,03/08/2017,P1,99P1,,,,
30002299            ,,,,,03/08/2017,P1,99P1,,,,
30002300            ,,,,,03/08/2017,P1,99P1,,,,
30002301            ,,,,,03/08/2017,P1,99P1,,,,
30002302            ,,,,,03/08/2017,P1,99P1,,,,
30002303            ,,,,,03/08/2017,P1,99P1,,,,
30002304            ,,,,,03/08/2017,P1,99P1,,,,
30002305            ,,,,,03/08/2017,P1,99P1,,,,
30002306            ,,,,,03/08/2017,P1,99P1,,,,
30002307            ,,,,,03/08/2017,P1,99P1,,,,
30002308            ,,,,,03/08/2017,P1,99P1,,,,
30002309            ,,,,,03/08/2017,P1,99P1,,,,
30002310            ,,,,,03/08/2017,P1,99P1,,,,
30002311            ,,,,,03/08/2017,P1,99P1,,,,
30002312            ,,,,,03/08/2017,P1,99P1,,,,
30002313            ,,,,,03/08/2017,P1,99P1,,,,
30002314            ,,,,,03/08/2017,P1,99P1,,,,
30002315            ,,,,,03/08/2017,P1,99P1,,,,
30002316            ,,,,,03/08/2017,P1,99P1,,,,
30002317            ,,,,,03/08/2017,P1,99P1,,,,
30002318            ,,,,,03/08/2017,P1,99P1,,,,
30002319            ,,,,,03/08/2017,P1,99P1,,,,
30002320            ,,,,,03/08/2017,P1,99P1,,,,
30002321            ,,,,,03/08/2017,P1,99P1,,,,
30002322            ,,,,,03/08/2017,P1,99P1,,,,
30002323            ,,,,,03/08/2017,P1,99P1,,,,
30002324            ,,,,,03/08/2017,P1,99P1,,,,
30002325            ,,,,,03/08/2017,P1,99P1,,,,
30002326            ,,,,,03/08/2017,P1,99P1,,,,
30002327            ,,,,,03/08/2017,P1,99P1,,,,
30002328            ,,,,,03/08/2017,P1,99P1,,,,
30002329            ,,,,,03/08/2017,P1,99P1,,,,
30002330            ,,,,,03/08/2017,P1,99P1,,,,
30002331            ,,,,,03/08/2017,P1,99P1,,,,
30002332            ,,,,,03/08/2017,P1,99P1,,,,
30002333            ,,,,,03/08/2017,P1,99P1,,,,
30002334            ,,,,,03/08/2017,P1,99P1,,,,
30002335            ,,,,,03/08/2017,P1,99P1,,,,
30002336            ,,,,,03/08/2017,P1,99P1,,,,
30002337            ,,,,,03/08/2017,P1,99P1,,,,
30002338            ,,,,,03/08/2017,P1,99P1,,,,
30002339            ,,,,,03/08/2017,P1,99P1,,,,
30002340            ,,,,,03/08/2017,P1,99P1,,,,
30002341            ,,,,,03/08/2017,P1,99P1,,,,
30002342            ,,,,,03/08/2017,P1,99P1,,,,
30002343            ,,,,,03/08/2017,P1,99P1,,,,
30002344            ,,,,,03/08/2017,P1,99P1,,,,
30002345            ,,,,,03/08/2017,P1,99P1,,,,
30002346            ,,,,,03/08/2017,P1,99P1,,,,
30002347            ,,,,,03/08/2017,P1,99P1,,,,
30002348            ,,,,,03/08/2017,P1,99P1,,,,
30002349            ,,,,,03/08/2017,P1,99P1,,,,
30002350            ,,,,,03/08/2017,P1,99P1,,,,
30002351            ,,,,,03/08/2017,P1,99P1,,,,
30002352            ,,,,,03/08/2017,P1,99P1,,,,
30002353            ,,,,,03/08/2017,P1,99P1,,,,
30002354            ,,,,,03/08/2017,P1,99P1,,,,
30002355            ,,,,,03/08/2017,P1,99P1,,,,
30002356            ,,,,,03/08/2017,P1,99P1,,,,
30002357            ,,,,,03/08/2017,P1,99P1,,,,
30002358            ,,,,,03/08/2017,P1,99P1,,,,
30002359            ,,,,,03/08/2017,P1,99P1,,,,
30002360            ,,,,,03/08/2017,P1,99P1,,,,
30002361            ,,,,,03/08/2017,P1,99P1,,,,
30002362            ,,,,,03/08/2017,P1,99P1,,,,
30002363            ,,,,,03/08/2017,P1,99P1,,,,
30002364            ,,,,,03/08/2017,P1,99P1,,,,
30002365            ,,,,,03/08/2017,P1,99P1,,,,
30002366            ,,,,,03/08/2017,P1,99P1,,,,
30002367            ,,,,,03/08/2017,P1,99P1,,,,
30002368            ,,,,,03/08/2017,P1,99P1,,,,
30002369            ,,,,,03/08/2017,P1,99P1,,,,
30002370            ,,,,,03/08/2017,P1,99P1,,,,
30002371            ,,,,,03/08/2017,P1,99P1,,,,
30002372            ,,,,,03/08/2017,P1,99P1,,,,
30002373            ,,,,,03/08/2017,P1,99P1,,,,
30002374            ,,,,,03/08/2017,P1,99P1,,,,
30002375            ,,,,,03/08/2017,P1,99P1,,,,
30002376            ,,,,,03/08/2017,P1,99P1,,,,
30002377            ,,,,,03/08/2017,P1,99P1,,,,
30002378            ,,,,,03/08/2017,P1,99P1,,,,
30002380            ,,,,,03/08/2017,P1,99P1,,,,
30002381            ,,,,,03/08/2017,P1,99P1,,,,
30002382            ,,,,,03/08/2017,P1,99P1,,,,
30002383            ,,,,,03/08/2017,P1,99P1,,,,
30002384            ,,,,,03/08/2017,P1,99P1,,,,
30002385            ,,,,,03/08/2017,P1,99P1,,,,
30002386            ,,,,,03/08/2017,P1,99P1,,,,
30002387            ,,,,,03/08/2017,P1,99P1,,,,
30002388            ,,,,,03/08/2017,P1,99P1,,,,
30002389            ,,,,,03/08/2017,P1,99P1,,,,
30002390            ,,,,,03/08/2017,P1,99P1,,,,
30002391            ,,,,,03/08/2017,P1,99P1,,,,
30002392            ,,,,,03/08/2017,P1,99P1,,,,
30002393            ,,,,,03/08/2017,P1,99P1,,,,
30002394            ,,,,,03/08/2017,P1,99P1,,,,
30002395            ,,,,,03/08/2017,P1,99P1,,,,
30002396            ,,,,,03/08/2017,P1,99P1,,,,
30002397            ,,,,,03/08/2017,P1,99P1,,,,
30002398            ,,,,,03/08/2017,P1,99P1,,,,
30002399            ,,,,,03/08/2017,P1,99P1,,,,
30002400            ,,,,,03/08/2017,P1,99P1,,,,
30002401            ,,,,,03/08/2017,P1,99P1,,,,
30002402            ,,,,,03/08/2017,P1,99P1,,,,
30002403            ,,,,,03/08/2017,P1,99P1,,,,
30002404            ,,,,,03/08/2017,P1,99P1,,,,
30002405            ,,,,,03/08/2017,P1,99P1,,,,
30002406            ,,,,,03/08/2017,P1,99P1,,,,
30002407            ,,,,,03/08/2017,P1,99P1,,,,
30002408            ,,,,,03/08/2017,P1,99P1,,,,
30002409            ,,,,,03/08/2017,P1,99P1,,,,
30002410            ,,,,,03/08/2017,P1,99P1,,,,
30002411            ,,,,,03/08/2017,P1,99P1,,,,
30002412            ,,,,,03/08/2017,P1,99P1,,,,
30002413            ,,,,,03/08/2017,P1,99P1,,,,
30002414            ,,,,,03/08/2017,P1,99P1,,,,
30002415            ,,,,,03/08/2017,P1,99P1,,,,
30002416            ,,,,,03/08/2017,P1,99P1,,,,
30002417            ,,,,,03/08/2017,P1,99P1,,,,
30002418            ,,,,,03/08/2017,P1,99P1,,,,
30002419            ,,,,,03/08/2017,P1,99P1,,,,
30002420            ,,,,,03/08/2017,P1,99P1,,,,
30002421            ,,,,,03/08/2017,P1,99P1,,,,
30002422            ,,,,,03/08/2017,P1,99P1,,,,
30002423            ,,,,,03/08/2017,P1,99P1,,,,
30002424            ,,,,,03/08/2017,P1,99P1,,,,
30002425            ,,,,,03/08/2017,P1,99P1,,,,
30002426            ,,,,,03/08/2017,P1,99P1,,,,
30002427            ,,,,,03/08/2017,P1,99P1,,,,
30002428            ,,,,,03/08/2017,P1,99P1,,,,
30002429            ,,,,,03/08/2017,P1,99P1,,,,
30002430            ,,,,,03/08/2017,P1,99P1,,,,
30002431            ,,,,,03/08/2017,P1,99P1,,,,
30002432            ,,,,,03/08/2017,P1,99P1,,,,
30002433            ,,,,,03/08/2017,P1,99P1,,,,
30002434            ,,,,,03/08/2017,P1,99P1,,,,
30002435            ,,,,,03/08/2017,P1,99P1,,,,
30002436            ,,,,,03/08/2017,P1,99P1,,,,
30002437            ,,,,,03/08/2017,P1,99P1,,,,
30002438            ,,,,,03/08/2017,P1,99P1,,,,
30002439            ,,,,,03/08/2017,P1,99P1,,,,
30002440            ,,,,,03/08/2017,P1,99P1,,,,
30002441            ,,,,,03/08/2017,P1,99P1,,,,
30002442            ,,,,,03/08/2017,P1,99P1,,,,
30002443            ,,,,,03/08/2017,P1,99P1,,,,
30002444            ,,,,,03/08/2017,P1,99P1,,,,
30002445            ,,,,,03/08/2017,P1,99P1,,,,
30002446            ,,,,,03/08/2017,P1,99P1,,,,
30002447            ,,,,,03/08/2017,P1,99P1,,,,
30002448            ,,,,,03/08/2017,P1,99P1,,,,
30002449            ,,,,,03/08/2017,P1,99P1,,,,
30002450            ,,,,,03/08/2017,P1,99P1,,,,
30002451            ,,,,,03/08/2017,P1,99P1,,,,
30002452            ,,,,,03/08/2017,P1,99P1,,,,
30002453            ,,,,,03/08/2017,P1,99P1,,,,
30002454            ,,,,,03/08/2017,P1,99P1,,,,
30002455            ,,,,,03/08/2017,P1,99P1,,,,
30002456            ,,,,,03/08/2017,P1,99P1,,,,
30002457            ,,,,,03/08/2017,P1,99P1,,,,
30002458            ,,,,,03/08/2017,P1,99P1,,,,
30002459            ,,,,,03/08/2017,P1,99P1,,,,
30002460            ,,,,,03/08/2017,P1,99P1,,,,
30002461            ,,,,,03/08/2017,P1,99P1,,,,
30002462            ,,,,,03/08/2017,P1,99P1,,,,
30002463            ,,,,,03/08/2017,P1,99P1,,,,
30002464            ,,,,,03/08/2017,P1,99P1,,,,
30002465            ,,,,,03/08/2017,P1,99P1,,,,
30002466            ,,,,,03/08/2017,P1,99P1,,,,
30002467            ,,,,,03/08/2017,P1,99P1,,,,
30002468            ,,,,,03/08/2017,P1,99P1,,,,
30002469            ,,,,,03/08/2017,P1,99P1,,,,
30002470            ,,,,,03/08/2017,P1,99P1,,,,
30002471            ,,,,,03/08/2017,P1,99P1,,,,
30002472            ,,,,,03/08/2017,P1,99P1,,,,
30002473            ,,,,,03/08/2017,P1,99P1,,,,
30002474            ,,,,,03/08/2017,P1,99P1,,,,
30002475            ,,,,,03/08/2017,P1,99P1,,,,
30002476            ,,,,,03/08/2017,P1,99P1,,,,
30002477            ,,,,,03/08/2017,P1,99P1,,,,
30002478            ,,,,,03/08/2017,P1,99P1,,,,
30002479            ,,,,,03/08/2017,P1,99P1,,,,
30002480            ,,,,,03/08/2017,P1,99P1,,,,
30002481            ,,,,,03/08/2017,P1,99P1,,,,
30002482            ,,,,,03/08/2017,P1,99P1,,,,
30002483            ,,,,,03/08/2017,P1,99P1,,,,
30002484            ,,,,,03/08/2017,P1,99P1,,,,
30002485            ,,,,,03/08/2017,P1,99P1,,,,
30002486            ,,,,,03/08/2017,P1,99P1,,,,
30002487            ,,,,,03/08/2017,P1,99P1,,,,
30002488            ,,,,,03/08/2017,P1,99P1,,,,
30002489            ,,,,,03/08/2017,P1,99P1,,,,
30002490            ,,,,,03/08/2017,P1,99P1,,,,
30002491            ,,,,,03/08/2017,P1,99P1,,,,
30002492            ,,,,,03/08/2017,P1,99P1,,,,
30002493            ,,,,,03/08/2017,P1,99P1,,,,
30002494            ,,,,,03/08/2017,P1,99P1,,,,
30002495            ,,,,,03/08/2017,P1,99P1,,,,
30002496            ,,,,,03/08/2017,P1,99P1,,,,
30002497            ,,,,,03/08/2017,P1,99P1,,,,
30002498            ,,,,,03/08/2017,P1,99P1,,,,
30002499            ,,,,,03/08/2017,P1,99P1,,,,
30002500            ,,,,,03/08/2017,P1,99P1,,,,
30002501            ,,,,,03/08/2017,P1,99P1,,,,
30002502            ,,,,,03/08/2017,P1,99P1,,,,
30002503            ,,,,,03/08/2017,P1,99P1,,,,
30002504            ,,,,,03/08/2017,P1,99P1,,,,
30002505            ,,,,,03/08/2017,P1,99P1,,,,
30002506            ,,,,,03/08/2017,P1,99P1,,,,
30002507            ,,,,,03/08/2017,P1,99P1,,,,
30002508            ,,,,,03/08/2017,P1,99P1,,,,
30002509            ,,,,,03/08/2017,P1,99P1,,,,
30002510            ,,,,,03/08/2017,P1,99P1,,,,
30002511            ,,,,,03/08/2017,P1,99P1,,,,
30002512            ,,,,,03/08/2017,P1,99P1,,,,
30002513            ,,,,,03/08/2017,P1,99P1,,,,
30002514            ,,,,,03/08/2017,P1,99P1,,,,
30002515            ,,,,,03/08/2017,P1,99P1,,,,
30002516            ,,,,,03/08/2017,P1,99P1,,,,
30002517            ,,,,,03/08/2017,P1,99P1,,,,
30002518            ,,,,,03/08/2017,P1,99P1,,,,
30002519            ,,,,,03/08/2017,P1,99P1,,,,
30002520            ,,,,,03/08/2017,P1,99P1,,,,
30002521            ,,,,,03/08/2017,P1,99P1,,,,
30002522            ,,,,,03/08/2017,P1,99P1,,,,
30002523            ,,,,,03/08/2017,P1,99P1,,,,
30002524            ,,,,,03/08/2017,P1,99P1,,,,
30002525            ,,,,,03/08/2017,P1,99P1,,,,
30002526            ,,,,,03/08/2017,P1,99P1,,,,
30002527            ,,,,,03/08/2017,P1,99P1,,,,
30002529            ,,,,,03/08/2017,P1,99P1,,,,
30002530            ,,,,,03/08/2017,P1,99P1,,,,
30002531            ,,,,,03/08/2017,P1,99P1,,,,
30002532            ,,,,,03/08/2017,P1,99P1,,,,
30002533            ,,,,,03/08/2017,P1,99P1,,,,
30002534            ,,,,,03/08/2017,P1,99P1,,,,
30002535            ,,,,,03/08/2017,P1,99P1,,,,
30002536            ,,,,,03/08/2017,P1,99P1,,,,
30002537            ,,,,,03/08/2017,P1,99P1,,,,
30002538            ,,,,,03/08/2017,P1,99P1,,,,
30002539            ,,,,,03/08/2017,P1,99P1,,,,
30002540            ,,,,,03/08/2017,P1,99P1,,,,
30002542            ,,,,,03/08/2017,P1,99P1,,,,
30002543            ,,,,,03/08/2017,P1,99P1,,,,
30002544            ,,,,,03/08/2017,P1,99P1,,,,
30002545            ,,,,,03/08/2017,P1,99P1,,,,
30002546            ,,,,,03/08/2017,P1,99P1,,,,
30002547            ,,,,,03/08/2017,P1,99P1,,,,
30002548            ,,,,,03/08/2017,P1,99P1,,,,
30002549            ,,,,,03/08/2017,P1,99P1,,,,
30002550            ,,,,,03/08/2017,P1,99P1,,,,
30002551            ,,,,,03/08/2017,P1,99P1,,,,
30002552            ,,,,,03/08/2017,P1,99P1,,,,
30002553            ,,,,,03/08/2017,P1,99P1,,,,
30002554            ,,,,,03/08/2017,P1,99P1,,,,
30002555            ,,,,,03/08/2017,P1,99P1,,,,
30002556            ,,,,,03/08/2017,P1,99P1,,,,
30002557            ,,,,,03/08/2017,P1,99P1,,,,
30002558            ,,,,,03/08/2017,P1,99P1,,,,
30002559            ,,,,,03/08/2017,P1,99P1,,,,
30002560            ,,,,,03/08/2017,P1,99P1,,,,
30002561            ,,,,,03/08/2017,P1,99P1,,,,
30002562            ,,,,,03/08/2017,P1,99P1,,,,
30002563            ,,,,,03/08/2017,P1,99P1,,,,
30002564            ,,,,,03/08/2017,P1,99P1,,,,
30002565            ,,,,,03/08/2017,P1,99P1,,,,
30002566            ,,,,,03/08/2017,P1,99P1,,,,
30002567            ,,,,,03/08/2017,P1,99P1,,,,
30002568            ,,,,,03/08/2017,P1,99P1,,,,
30002569            ,,,,,03/08/2017,P1,99P1,,,,
30002570            ,,,,,03/08/2017,P1,99P1,,,,
30002571            ,,,,,03/08/2017,P1,99P1,,,,
30002572            ,,,,,03/08/2017,P1,99P1,,,,
30002573            ,,,,,03/08/2017,P1,99P1,,,,
30002574            ,,,,,03/08/2017,P1,99P1,,,,
30002575            ,,,,,03/08/2017,P1,99P1,,,,
30002576            ,,,,,03/08/2017,P1,99P1,,,,
30002577            ,,,,,03/08/2017,P1,99P1,,,,
30002578            ,,,,,03/08/2017,P1,99P1,,,,
30002579            ,,,,,03/08/2017,P1,99P1,,,,
30002580            ,,,,,03/08/2017,P1,99P1,,,,
30002581            ,,,,,03/08/2017,P1,99P1,,,,
30002582            ,,,,,03/08/2017,P1,99P1,,,,
30002583            ,,,,,03/08/2017,P1,99P1,,,,
30002585            ,,,,,03/08/2017,P1,99P1,,,,
30002586            ,,,,,03/08/2017,P1,99P1,,,,
30002587            ,,,,,03/08/2017,P1,99P1,,,,
30002588            ,,,,,03/08/2017,P1,99P1,,,,
30002589            ,,,,,03/08/2017,P1,99P1,,,,
30002590            ,,,,,03/08/2017,P1,99P1,,,,
30002591            ,,,,,03/08/2017,P1,99P1,,,,
30002592            ,,,,,03/08/2017,P1,99P1,,,,
30002593            ,,,,,03/08/2017,P1,99P1,,,,
30002594            ,,,,,03/08/2017,P1,99P1,,,,
30002595            ,,,,,03/08/2017,P1,99P1,,,,
30002596            ,,,,,03/08/2017,P1,99P1,,,,
30002597            ,,,,,03/08/2017,P1,99P1,,,,
30002598            ,,,,,03/08/2017,P1,99P1,,,,
30002599            ,,,,,03/08/2017,P1,99P1,,,,
