OPERATOR,WORKER,JOBCOUNTRYCODE,EFECTIVESTARTDATE,
,30003178            ,PER,04/08/2017,
,30003179            ,PER,04/08/2017,
,30003180            ,PER,04/08/2017,
,30003181            ,PER,04/08/2017,
,30003182            ,PER,04/08/2017,
,30003183            ,PER,04/08/2017,
,30003184            ,PER,04/08/2017,
,30003185            ,PER,04/08/2017,
,30003186            ,PER,04/08/2017,
,30003187            ,PER,04/08/2017,
,30003188            ,PER,04/08/2017,
,30003189            ,PER,04/08/2017,
,30003190            ,PER,04/08/2017,
,30003191            ,PER,04/08/2017,
,30003192            ,PER,04/08/2017,
,30003193            ,PER,04/08/2017,
,30003194            ,PER,04/08/2017,
,30003195            ,PER,04/08/2017,
,30003196            ,PER,04/08/2017,
,30003197            ,PER,04/08/2017,
,30003198            ,PER,04/08/2017,
,30003199            ,PER,04/08/2017,
,30003200            ,PER,04/08/2017,
,30003201            ,PER,04/08/2017,
,30003202            ,PER,04/08/2017,
,30003203            ,PER,04/08/2017,
,30003204            ,PER,04/08/2017,
,30003205            ,PER,04/08/2017,
,30003206            ,PER,04/08/2017,
,30003207            ,PER,04/08/2017,
,30003208            ,PER,04/08/2017,
,30003209            ,PER,04/08/2017,
,30003210            ,PER,04/08/2017,
,30003211            ,PER,04/08/2017,
,30003212            ,PER,04/08/2017,
,30003213            ,PER,04/08/2017,
,30003214            ,PER,04/08/2017,
,30003215            ,PER,04/08/2017,
,30003216            ,PER,04/08/2017,
,30003217            ,PER,04/08/2017,
,30003218            ,PER,04/08/2017,
,30003219            ,PER,04/08/2017,
,30003220            ,PER,04/08/2017,
,30003221            ,PER,04/08/2017,
,30003222            ,PER,04/08/2017,
,30003223            ,PER,04/08/2017,
,30003224            ,PER,04/08/2017,
,30003225            ,PER,04/08/2017,
,30003226            ,PER,04/08/2017,
,30003227            ,PER,04/08/2017,
,30003228            ,PER,04/08/2017,
,30003229            ,PER,04/08/2017,
,30003230            ,PER,04/08/2017,
,30003231            ,PER,04/08/2017,
,30003232            ,PER,04/08/2017,
,30003233            ,PER,04/08/2017,
,30003234            ,PER,04/08/2017,
,30003235            ,PER,04/08/2017,
,30003236            ,PER,04/08/2017,
,30003237            ,PER,04/08/2017,
,30003238            ,PER,04/08/2017,
,30003239            ,PER,04/08/2017,
,30003240            ,PER,04/08/2017,
,30003241            ,PER,04/08/2017,
,30003242            ,PER,04/08/2017,
,30003243            ,PER,04/08/2017,
,30003244            ,PER,04/08/2017,
,30003245            ,PER,04/08/2017,
,30003246            ,PER,04/08/2017,
,30003247            ,PER,04/08/2017,
,30003248            ,PER,04/08/2017,
,30003249            ,PER,04/08/2017,
,30003250            ,PER,04/08/2017,
,30003251            ,PER,04/08/2017,
,30003252            ,PER,04/08/2017,
,30003253            ,PER,04/08/2017,
,30003254            ,PER,04/08/2017,
,30003255            ,PER,04/08/2017,
,30003256            ,PER,04/08/2017,
,30003257            ,PER,04/08/2017,
,30003258            ,PER,04/08/2017,
,30003259            ,PER,04/08/2017,
,30003260            ,PER,04/08/2017,
,30003261            ,PER,04/08/2017,
,30003262            ,PER,04/08/2017,
,30003263            ,PER,04/08/2017,
,30003264            ,PER,04/08/2017,
,30003265            ,PER,04/08/2017,
,30003266            ,PER,04/08/2017,
,30003267            ,PER,04/08/2017,
,30003268            ,PER,04/08/2017,
,30003269            ,PER,04/08/2017,
,30003270            ,PER,04/08/2017,
,30003271            ,PER,04/08/2017,
,30003272            ,PER,04/08/2017,
,30003273            ,PER,04/08/2017,
,30003274            ,PER,04/08/2017,
,30003275            ,PER,04/08/2017,
,30003276            ,PER,04/08/2017,
,30003277            ,PER,04/08/2017,
,30003278            ,PER,04/08/2017,
,30003279            ,PER,04/08/2017,
,30003280            ,PER,04/08/2017,
,30003281            ,PER,04/08/2017,
,30003282            ,PER,04/08/2017,
,30003283            ,PER,04/08/2017,
,30003284            ,PER,04/08/2017,
,30003285            ,PER,04/08/2017,
,30003286            ,PER,04/08/2017,
,30003287            ,PER,04/08/2017,
,30003288            ,PER,04/08/2017,
,30003289            ,PER,04/08/2017,
,30003290            ,PER,04/08/2017,
,30003291            ,PER,04/08/2017,
,30003292            ,PER,04/08/2017,
,30003293            ,PER,04/08/2017,
,30003294            ,PER,04/08/2017,
,30003295            ,PER,04/08/2017,
,30003296            ,PER,04/08/2017,
,30003297            ,PER,04/08/2017,
,30003298            ,PER,04/08/2017,
,30003299            ,PER,04/08/2017,
,30003300            ,PER,04/08/2017,
,30003301            ,PER,04/08/2017,
,30003302            ,PER,04/08/2017,
,30003303            ,PER,04/08/2017,
,30003304            ,PER,04/08/2017,
,30003305            ,PER,04/08/2017,
,30003306            ,PER,04/08/2017,
,30003307            ,PER,04/08/2017,
,30003308            ,PER,04/08/2017,
,30003309            ,PER,04/08/2017,
,30003310            ,PER,04/08/2017,
,30003311            ,PER,04/08/2017,
,30003312            ,PER,04/08/2017,
,30003314            ,PER,04/08/2017,
,30003315            ,PER,04/08/2017,
,30003316            ,PER,04/08/2017,
,30003317            ,PER,04/08/2017,
,30003318            ,PER,04/08/2017,
,30003319            ,PER,04/08/2017,
,30003320            ,PER,04/08/2017,
,30003321            ,PER,04/08/2017,
,30003322            ,PER,04/08/2017,
,30003323            ,PER,04/08/2017,
,30003324            ,PER,04/08/2017,
,30003325            ,PER,04/08/2017,
,30003326            ,PER,04/08/2017,
,30003327            ,PER,04/08/2017,
,30003328            ,PER,04/08/2017,
,30003329            ,PER,04/08/2017,
,30003330            ,PER,04/08/2017,
,30003331            ,PER,04/08/2017,
,30003332            ,PER,04/08/2017,
,30003333            ,PER,04/08/2017,
,30003334            ,PER,04/08/2017,
,30003335            ,PER,04/08/2017,
,30003336            ,PER,04/08/2017,
,30003337            ,PER,04/08/2017,
,30003338            ,PER,04/08/2017,
,30003339            ,PER,04/08/2017,
,30003340            ,PER,04/08/2017,
,30003341            ,PER,04/08/2017,
,30003342            ,PER,04/08/2017,
,30003343            ,PER,04/08/2017,
,30003344            ,PER,04/08/2017,
,30003345            ,PER,04/08/2017,
,30003346            ,PER,04/08/2017,
,30003347            ,PER,04/08/2017,
,30003348            ,PER,04/08/2017,
,30003349            ,PER,04/08/2017,
,30003350            ,PER,04/08/2017,
,30003351            ,PER,04/08/2017,
,30003352            ,PER,04/08/2017,
,30003353            ,PER,04/08/2017,
,30003354            ,BRA,04/08/2017,
,30003355            ,PER,04/08/2017,
,30003356            ,PER,04/08/2017,
,30003357            ,PER,04/08/2017,
,30003358            ,PER,04/08/2017,
,30003359            ,PER,04/08/2017,
,30003360            ,PER,04/08/2017,
,30003361            ,PER,04/08/2017,
,30003362            ,PER,04/08/2017,
,30003363            ,PER,04/08/2017,
,30003364            ,PER,04/08/2017,
,30003365            ,PER,04/08/2017,
,30003366            ,PER,04/08/2017,
,30003367            ,PER,04/08/2017,
,30003368            ,PER,04/08/2017,
,30003369            ,PER,04/08/2017,
,30003370            ,PER,04/08/2017,
,30003371            ,PER,04/08/2017,
,30003372            ,PER,04/08/2017,
,30003373            ,PER,04/08/2017,
,30003374            ,PER,04/08/2017,
,30003375            ,PER,04/08/2017,
,30003376            ,PER,04/08/2017,
,30003377            ,PER,04/08/2017,
,30003378            ,PER,04/08/2017,
,30003379            ,PER,04/08/2017,
,30003380            ,PER,04/08/2017,
,30003381            ,PER,04/08/2017,
,30003382            ,PER,04/08/2017,
,30003384            ,PER,04/08/2017,
,30003385            ,PER,04/08/2017,
,30003386            ,PER,04/08/2017,
,30003387            ,PER,04/08/2017,
,30003388            ,PER,04/08/2017,
,30003389            ,PER,04/08/2017,
,30003390            ,PER,04/08/2017,
,30003391            ,PER,04/08/2017,
,30003392            ,PER,04/08/2017,
,30003393            ,PER,04/08/2017,
,30003394            ,PER,04/08/2017,
,30003395            ,PER,04/08/2017,
,30003396            ,PER,04/08/2017,
,30003397            ,PER,04/08/2017,
,30003398            ,PER,04/08/2017,
,30003399            ,PER,04/08/2017,
,30003400            ,PER,04/08/2017,
,30003401            ,PER,04/08/2017,
,30003402            ,PER,04/08/2017,
,30003403            ,PER,04/08/2017,
,30003404            ,PER,04/08/2017,
,30003405            ,PER,04/08/2017,
,30003406            ,PER,04/08/2017,
,30003407            ,PER,04/08/2017,
,30003408            ,PER,04/08/2017,
,30003409            ,PER,04/08/2017,
,30003410            ,PER,04/08/2017,
,30003411            ,PER,04/08/2017,
,30003412            ,PER,04/08/2017,
,30003413            ,PER,04/08/2017,
,30003414            ,PER,04/08/2017,
,30003415            ,PER,04/08/2017,
,30003416            ,PER,04/08/2017,
,30003417            ,PER,04/08/2017,
,30003418            ,PER,04/08/2017,
,30003419            ,PER,04/08/2017,
,30003420            ,PER,04/08/2017,
,30003421            ,PER,04/08/2017,
,30003422            ,PER,04/08/2017,
,30003423            ,PER,04/08/2017,
,30003424            ,PER,04/08/2017,
,30003425            ,PER,04/08/2017,
,30003426            ,PER,04/08/2017,
,30003427            ,PER,04/08/2017,
,30003428            ,PER,04/08/2017,
,30003429            ,PER,04/08/2017,
,30003430            ,PER,04/08/2017,
,30003431            ,PER,04/08/2017,
,30003432            ,PER,04/08/2017,
,30003433            ,PER,04/08/2017,
,30003434            ,PER,04/08/2017,
,30003435            ,PER,04/08/2017,
,30003436            ,PER,04/08/2017,
,30003437            ,PER,04/08/2017,
,30003438            ,PER,04/08/2017,
,30003439            ,PER,04/08/2017,
,30003440            ,PER,04/08/2017,
,30003441            ,PER,04/08/2017,
,30003442            ,PER,04/08/2017,
,30003443            ,PER,04/08/2017,
,30003444            ,PER,04/08/2017,
,30003445            ,PER,04/08/2017,
,30003446            ,PER,04/08/2017,
,30003447            ,PER,04/08/2017,
,30003448            ,PER,04/08/2017,
,30003449            ,PER,04/08/2017,
,30003450            ,PER,04/08/2017,
,30003451            ,PER,04/08/2017,
,30003452            ,PER,04/08/2017,
,30003453            ,PER,04/08/2017,
,30003454            ,PER,04/08/2017,
,30003455            ,PER,04/08/2017,
,30003456            ,PER,04/08/2017,
,30003457            ,PER,04/08/2017,
,30003459            ,PER,04/08/2017,
,30003460            ,PER,04/08/2017,
,30003461            ,PER,04/08/2017,
,30003462            ,PER,04/08/2017,
,30003463            ,PER,04/08/2017,
,30003464            ,PER,04/08/2017,
,30003465            ,PER,04/08/2017,
,30003466            ,PER,04/08/2017,
,30003467            ,PER,04/08/2017,
,30003468            ,PER,04/08/2017,
,30003469            ,PER,04/08/2017,
,30003470            ,PER,04/08/2017,
,30003471            ,PER,04/08/2017,
,30003472            ,PER,04/08/2017,
,30003473            ,PER,04/08/2017,
,30003474            ,PER,04/08/2017,
,30003475            ,PER,04/08/2017,
,30003476            ,PER,04/08/2017,
,30003477            ,PER,04/08/2017,
,30003478            ,PER,04/08/2017,
,30003479            ,PER,04/08/2017,
,30003480            ,PER,04/08/2017,
,30003481            ,PER,04/08/2017,
,30003482            ,PER,04/08/2017,
,30003483            ,PER,04/08/2017,
,30003484            ,PER,04/08/2017,
,30003485            ,PER,04/08/2017,
,30003486            ,PER,04/08/2017,
,30003487            ,PER,04/08/2017,
,30003488            ,PER,04/08/2017,
,30003489            ,PER,04/08/2017,
,30003490            ,PER,04/08/2017,
,30003491            ,PER,04/08/2017,
,30003492            ,PER,04/08/2017,
,30003493            ,PER,04/08/2017,
,30003494            ,PER,04/08/2017,
,30003495            ,PER,04/08/2017,
,30003496            ,PER,04/08/2017,
,30003497            ,PER,04/08/2017,
,30003498            ,PER,04/08/2017,
,30003499            ,PER,04/08/2017,
,30003500            ,PER,04/08/2017,
,30003501            ,PER,04/08/2017,
,30003502            ,PER,04/08/2017,
,30003503            ,PER,04/08/2017,
,30003504            ,PER,04/08/2017,
,30003506            ,PER,04/08/2017,
,30003507            ,PER,04/08/2017,
,30003508            ,PER,04/08/2017,
,30003509            ,PER,04/08/2017,
,30003510            ,PER,04/08/2017,
,30003511            ,PER,04/08/2017,
,30003512            ,PER,04/08/2017,
,30003513            ,PER,04/08/2017,
,30003514            ,PER,04/08/2017,
,30003515            ,PER,04/08/2017,
,30003516            ,PER,04/08/2017,
,30003517            ,PER,04/08/2017,
,30003518            ,PER,04/08/2017,
,30003519            ,PER,04/08/2017,
,30003520            ,PER,04/08/2017,
,30003521            ,PER,04/08/2017,
,30003522            ,PER,04/08/2017,
,30003523            ,PER,04/08/2017,
,30003524            ,PER,04/08/2017,
,30003525            ,PER,04/08/2017,
,30003526            ,PER,04/08/2017,
,30003527            ,PER,04/08/2017,
,30003528            ,PER,04/08/2017,
,30003529            ,PER,04/08/2017,
,30003530            ,PER,04/08/2017,
,30003531            ,PER,04/08/2017,
,30003532            ,PER,04/08/2017,
,30003533            ,PER,04/08/2017,
,30003534            ,PER,04/08/2017,
,30003535            ,PER,04/08/2017,
,30003536            ,PER,04/08/2017,
,30003537            ,PER,04/08/2017,
,30003538            ,PER,04/08/2017,
,30003539            ,PER,04/08/2017,
,30003540            ,PER,04/08/2017,
,30003542            ,PER,04/08/2017,
,30003543            ,PER,04/08/2017,
,30003544            ,PER,04/08/2017,
,30003545            ,PER,04/08/2017,
,30003546            ,PER,04/08/2017,
,30003547            ,PER,04/08/2017,
,30003548            ,PER,04/08/2017,
,30003549            ,PER,04/08/2017,
,30003550            ,PER,04/08/2017,
,30003551            ,PER,04/08/2017,
,30003552            ,PER,04/08/2017,
,30003553            ,PER,04/08/2017,
,30003554            ,PER,04/08/2017,
,30003555            ,PER,04/08/2017,
,30003556            ,PER,04/08/2017,
,30003557            ,PER,04/08/2017,
,30003558            ,PER,04/08/2017,
,30003559            ,PER,04/08/2017,
,30003560            ,PER,04/08/2017,
,30003561            ,PER,04/08/2017,
,30003562            ,PER,04/08/2017,
,30003563            ,PER,04/08/2017,
,30003564            ,PER,04/08/2017,
,30003565            ,PER,04/08/2017,
,30003566            ,PER,04/08/2017,
,30003567            ,PER,04/08/2017,
,30003568            ,PER,04/08/2017,
,30003569            ,PER,04/08/2017,
,30003570            ,PER,04/08/2017,
,30003571            ,PER,04/08/2017,
,30003572            ,PER,04/08/2017,
,30003573            ,PER,04/08/2017,
,30003574            ,PER,04/08/2017,
,30003576            ,PER,04/08/2017,
,30003578            ,PER,04/08/2017,
,30003579            ,PER,04/08/2017,
,30003580            ,PER,04/08/2017,
,30003581            ,PER,04/08/2017,
,30003582            ,PER,04/08/2017,
,30003583            ,PER,04/08/2017,
,30003584            ,PER,04/08/2017,
,30003585            ,PER,04/08/2017,
,30003586            ,PER,04/08/2017,
,30003587            ,PER,04/08/2017,
,30003588            ,PER,04/08/2017,
,30003589            ,PER,04/08/2017,
,30003590            ,PER,04/08/2017,
,30003591            ,PER,04/08/2017,
,30003592            ,PER,04/08/2017,
,30003593            ,PER,04/08/2017,
,30003594            ,PER,04/08/2017,
,30003595            ,PER,04/08/2017,
,30003596            ,PER,04/08/2017,
,30003597            ,PER,04/08/2017,
,30003598            ,PER,04/08/2017,
,30003599            ,PER,04/08/2017,
,30003600            ,PER,04/08/2017,
,30003601            ,PER,04/08/2017,
,30003602            ,PER,04/08/2017,
,30003603            ,PER,04/08/2017,
,30003604            ,PER,04/08/2017,
,30003605            ,PER,04/08/2017,
,30003606            ,PER,04/08/2017,
,30003607            ,PER,04/08/2017,
,30003608            ,PER,04/08/2017,
,30003609            ,PER,04/08/2017,
,30003610            ,PER,04/08/2017,
,30003611            ,PER,04/08/2017,
,30003612            ,PER,04/08/2017,
,30003613            ,PER,04/08/2017,
,30003614            ,PER,04/08/2017,
,30003615            ,PER,04/08/2017,
,30003616            ,PER,04/08/2017,
,30003617            ,PER,04/08/2017,
,30003618            ,PER,04/08/2017,
,30003619            ,PER,04/08/2017,
,30003620            ,PER,04/08/2017,
,30003621            ,PER,04/08/2017,
,30003622            ,PER,04/08/2017,
,30003623            ,PER,04/08/2017,
,30003624            ,PER,04/08/2017,
,30003625            ,PER,04/08/2017,
,30003626            ,PER,04/08/2017,
,30003627            ,PER,04/08/2017,
,30003628            ,PER,04/08/2017,
,30003629            ,PER,04/08/2017,
,30003630            ,PER,04/08/2017,
,30003631            ,PER,04/08/2017,
,30003632            ,PER,04/08/2017,
,30003633            ,PER,04/08/2017,
,30003634            ,PER,04/08/2017,
,30003635            ,PER,04/08/2017,
,30003636            ,PER,04/08/2017,
,30003637            ,PER,04/08/2017,
,30003638            ,PER,04/08/2017,
,30003639            ,PER,04/08/2017,
,30003640            ,PER,04/08/2017,
,30003641            ,PER,04/08/2017,
,30003642            ,PER,04/08/2017,
,30003643            ,PER,04/08/2017,
,30003644            ,ARG,04/08/2017,
,30003645            ,PER,04/08/2017,
,30003646            ,PER,04/08/2017,
,30003647            ,PER,04/08/2017,
,30003648            ,PER,04/08/2017,
,30003649            ,PER,04/08/2017,
,30003650            ,PER,04/08/2017,
,30003651            ,PER,04/08/2017,
,30003652            ,PER,04/08/2017,
,30003653            ,PER,04/08/2017,
,30003654            ,PER,04/08/2017,
,30003655            ,PER,04/08/2017,
,30003656            ,PER,04/08/2017,
,30003657            ,PER,04/08/2017,
,30003658            ,PER,04/08/2017,
,30003659            ,PER,04/08/2017,
,30003660            ,PER,04/08/2017,
,30003661            ,PER,04/08/2017,
,30003662            ,PER,04/08/2017,
,30003663            ,PER,04/08/2017,
,30003664            ,PER,04/08/2017,
,30003665            ,PER,04/08/2017,
,30003666            ,PER,04/08/2017,
,30003667            ,PER,04/08/2017,
,30003668            ,PER,04/08/2017,
,30003669            ,PER,04/08/2017,
,30003670            ,PER,04/08/2017,
,30003671            ,PER,04/08/2017,
,30003672            ,PER,04/08/2017,
,30003673            ,PER,04/08/2017,
,30003674            ,PER,04/08/2017,
,30003675            ,PER,04/08/2017,
,30003676            ,PER,04/08/2017,
,30003677            ,PER,04/08/2017,
,30003678            ,PER,04/08/2017,
,30003679            ,PER,04/08/2017,
,30003680            ,PER,04/08/2017,
,30003681            ,PER,04/08/2017,
,30003682            ,PER,04/08/2017,
,30003683            ,PER,04/08/2017,
,30003684            ,PER,04/08/2017,
,30003685            ,PER,04/08/2017,
,30003686            ,PER,04/08/2017,
,30003687            ,PER,04/08/2017,
,30003688            ,PER,04/08/2017,
,30003689            ,PER,04/08/2017,
,30003690            ,PER,04/08/2017,
,30003691            ,PER,04/08/2017,
,30003692            ,PER,04/08/2017,
,30003693            ,PER,04/08/2017,
,30003694            ,PER,04/08/2017,
,30003695            ,PER,04/08/2017,
,30003696            ,PER,04/08/2017,
,30003697            ,PER,04/08/2017,
,30003698            ,PER,04/08/2017,
,30003699            ,PER,04/08/2017,
,30003700            ,PER,04/08/2017,
,30003701            ,PER,04/08/2017,
,30003702            ,PER,04/08/2017,
,30003703            ,PER,04/08/2017,
,30003704            ,PER,04/08/2017,
,30003705            ,PER,04/08/2017,
,30003706            ,PER,04/08/2017,
,30003707            ,PER,04/08/2017,
,30003708            ,PER,04/08/2017,
,30003709            ,PER,04/08/2017,
,30003710            ,PER,04/08/2017,
,30003711            ,PER,04/08/2017,
,30003712            ,PER,04/08/2017,
,30003713            ,PER,04/08/2017,
,30003714            ,PER,04/08/2017,
,30003715            ,PER,04/08/2017,
,30003716            ,PER,04/08/2017,
,30003717            ,PER,04/08/2017,
,30003718            ,PER,04/08/2017,
,30003719            ,PER,04/08/2017,
,30003720            ,PER,04/08/2017,
,30003721            ,PER,04/08/2017,
,30003722            ,PER,04/08/2017,
,30003723            ,PER,04/08/2017,
,30003724            ,PER,04/08/2017,
,30003725            ,PER,04/08/2017,
,30003726            ,PER,04/08/2017,
,30003727            ,PER,04/08/2017,
,30003728            ,PER,04/08/2017,
,30003729            ,PER,04/08/2017,
,30003730            ,PER,04/08/2017,
,30003731            ,PER,04/08/2017,
,30003732            ,PER,04/08/2017,
,30003733            ,PER,04/08/2017,
,30003734            ,PER,04/08/2017,
,30003735            ,PER,04/08/2017,
,30003736            ,PER,04/08/2017,
,30003737            ,PER,04/08/2017,
,30003738            ,PER,04/08/2017,
,30003739            ,PER,04/08/2017,
,30003740            ,PER,04/08/2017,
,30003741            ,PER,04/08/2017,
,30003742            ,PER,04/08/2017,
,30003743            ,PER,04/08/2017,
,30003744            ,PER,04/08/2017,
,30003745            ,PER,04/08/2017,
,30003746            ,PER,04/08/2017,
,30003747            ,PER,04/08/2017,
,30003748            ,PER,04/08/2017,
,30003749            ,PER,04/08/2017,
,30003750            ,PER,04/08/2017,
,30003751            ,PER,04/08/2017,
,30003752            ,PER,04/08/2017,
,30003753            ,PER,04/08/2017,
,30003754            ,PER,04/08/2017,
,30003755            ,PER,04/08/2017,
,30003756            ,PER,04/08/2017,
,30003757            ,PER,04/08/2017,
,30003758            ,PER,04/08/2017,
,30003759            ,PER,04/08/2017,
,30003760            ,PER,04/08/2017,
,30003761            ,PER,04/08/2017,
,30003762            ,PER,04/08/2017,
,30003763            ,PER,04/08/2017,
,30003764            ,PER,04/08/2017,
,30003765            ,PER,04/08/2017,
,30003766            ,PER,04/08/2017,
,30003767            ,PER,04/08/2017,
,30003768            ,PER,04/08/2017,
,30003769            ,PER,04/08/2017,
,30003770            ,PER,04/08/2017,
,30003771            ,PER,04/08/2017,
,30003772            ,PER,04/08/2017,
,30003773            ,PER,04/08/2017,
,30003774            ,PER,04/08/2017,
,30003775            ,PER,04/08/2017,
,30003776            ,PER,04/08/2017,
,30003777            ,PER,04/08/2017,
,30003778            ,PER,04/08/2017,
,30003779            ,PER,04/08/2017,
,30003780            ,PER,04/08/2017,
,30003781            ,PER,04/08/2017,
,30003782            ,PER,04/08/2017,
,30003783            ,PER,04/08/2017,
,30003784            ,PER,04/08/2017,
,30003785            ,PER,04/08/2017,
,30003786            ,PER,04/08/2017,
,30003787            ,PER,04/08/2017,
,30003788            ,PER,04/08/2017,
,30003789            ,PER,04/08/2017,
,30003790            ,PER,04/08/2017,
,30003791            ,PER,04/08/2017,
,30003792            ,PER,04/08/2017,
,30003793            ,PER,04/08/2017,
,30003794            ,PER,04/08/2017,
,30003795            ,PER,04/08/2017,
,30003796            ,PER,04/08/2017,
,30003797            ,PER,04/08/2017,
,30003798            ,PER,04/08/2017,
,30003799            ,PER,04/08/2017,
,30003800            ,PER,04/08/2017,
,30003801            ,PER,04/08/2017,
,30003802            ,PER,04/08/2017,
,30003803            ,PER,04/08/2017,
,30003804            ,PER,04/08/2017,
,30003805            ,PER,04/08/2017,
,30003806            ,PER,04/08/2017,
,30003807            ,PER,04/08/2017,
,30003808            ,PER,04/08/2017,
,30003809            ,PER,04/08/2017,
,30003810            ,PER,04/08/2017,
,30003811            ,PER,04/08/2017,
,30003812            ,PER,04/08/2017,
,30003813            ,PER,04/08/2017,
,30003814            ,PER,04/08/2017,
,30003815            ,PER,04/08/2017,
,30003816            ,PER,04/08/2017,
,30003817            ,PER,04/08/2017,
,30003818            ,PER,04/08/2017,
,30003819            ,PER,04/08/2017,
,30003820            ,PER,04/08/2017,
,30003821            ,PER,04/08/2017,
,30003822            ,PER,04/08/2017,
,30003823            ,PER,04/08/2017,
,30003824            ,PER,04/08/2017,
,30003825            ,PER,04/08/2017,
,30003826            ,PER,04/08/2017,
,30003827            ,PER,04/08/2017,
,30003828            ,PER,04/08/2017,
,30003829            ,PER,04/08/2017,
,30003830            ,PER,04/08/2017,
,30003831            ,PER,04/08/2017,
,30003832            ,PER,04/08/2017,
,30003833            ,PER,04/08/2017,
,30003834            ,PER,04/08/2017,
,30003835            ,PER,04/08/2017,
,30003836            ,PER,04/08/2017,
,30003837            ,PER,04/08/2017,
,30003839            ,PER,04/08/2017,
,30003840            ,PER,04/08/2017,
,30003841            ,PER,04/08/2017,
,30003842            ,PER,04/08/2017,
,30003843            ,PER,04/08/2017,
,30003844            ,PER,04/08/2017,
,30003845            ,PER,04/08/2017,
,30003846            ,PER,04/08/2017,
,30003847            ,PER,04/08/2017,
,30003848            ,PER,04/08/2017,
,30003849            ,PER,04/08/2017,
,30003850            ,PER,04/08/2017,
,30003851            ,PER,04/08/2017,
,30003852            ,PER,04/08/2017,
,30003853            ,PER,04/08/2017,
,30003854            ,PER,04/08/2017,
,30003855            ,PER,04/08/2017,
,30003856            ,PER,04/08/2017,
,30003857            ,PER,04/08/2017,
,30003858            ,PER,04/08/2017,
,30003859            ,PER,04/08/2017,
,30003860            ,PER,04/08/2017,
,30003861            ,PER,04/08/2017,
,30003862            ,PER,04/08/2017,
,30003863            ,PER,04/08/2017,
,30003864            ,PER,04/08/2017,
,30003865            ,PER,04/08/2017,
,30003866            ,PER,04/08/2017,
,30003867            ,PER,04/08/2017,
,30003868            ,PER,04/08/2017,
,30003869            ,PER,04/08/2017,
,30003870            ,PER,04/08/2017,
,30003871            ,PER,04/08/2017,
,30003872            ,PER,04/08/2017,
,30003873            ,PER,04/08/2017,
,30003874            ,PER,04/08/2017,
,30003875            ,PER,04/08/2017,
,30003876            ,PER,04/08/2017,
,30003877            ,PER,04/08/2017,
,30003878            ,PER,04/08/2017,
,30003879            ,PER,04/08/2017,
,30003880            ,PER,04/08/2017,
,30003881            ,PER,04/08/2017,
,30003882            ,PER,04/08/2017,
,30003883            ,PER,04/08/2017,
,30003884            ,PER,04/08/2017,
,30003885            ,PER,04/08/2017,
,30003886            ,PER,04/08/2017,
,30003887            ,PER,04/08/2017,
,30003888            ,PER,04/08/2017,
,30003889            ,PER,04/08/2017,
,30003890            ,PER,04/08/2017,
,30003891            ,PER,04/08/2017,
,30003892            ,PER,04/08/2017,
,30003893            ,PER,04/08/2017,
,30003894            ,PER,04/08/2017,
,30003895            ,PER,04/08/2017,
,30003896            ,PER,04/08/2017,
,30003897            ,PER,04/08/2017,
,30003898            ,PER,04/08/2017,
,30003899            ,PER,04/08/2017,
,30003900            ,PER,04/08/2017,
,30003901            ,PER,04/08/2017,
,30003902            ,PER,04/08/2017,
,30003903            ,PER,04/08/2017,
,30003904            ,PER,04/08/2017,
,30003905            ,PER,04/08/2017,
,30003906            ,PER,04/08/2017,
,30003907            ,PER,04/08/2017,
,30003908            ,PER,04/08/2017,
,30003909            ,PER,04/08/2017,
,30003910            ,PER,04/08/2017,
,30003911            ,PER,04/08/2017,
,30003913            ,PER,04/08/2017,
,30003914            ,PER,04/08/2017,
,30003915            ,PER,04/08/2017,
,30003916            ,PER,04/08/2017,
,30003917            ,PER,04/08/2017,
,30003918            ,PER,04/08/2017,
,30003919            ,PER,04/08/2017,
,30003920            ,PER,04/08/2017,
,30003921            ,PER,04/08/2017,
,30003922            ,PER,04/08/2017,
,30003923            ,PER,04/08/2017,
,30003924            ,PER,04/08/2017,
,30003925            ,PER,04/08/2017,
,30003926            ,PER,04/08/2017,
,30003927            ,PER,04/08/2017,
,30003928            ,PER,04/08/2017,
,30003929            ,PER,04/08/2017,
,30003930            ,PER,04/08/2017,
,30003931            ,PER,04/08/2017,
,30003932            ,PER,04/08/2017,
,30003933            ,PER,04/08/2017,
,30003934            ,PER,04/08/2017,
,30003935            ,PER,04/08/2017,
,30003936            ,PER,04/08/2017,
,30003937            ,PER,04/08/2017,
,30003938            ,PER,04/08/2017,
,30003939            ,PER,04/08/2017,
,30003940            ,PER,04/08/2017,
,30003941            ,PER,04/08/2017,
,30003942            ,PER,04/08/2017,
,30003943            ,PER,04/08/2017,
,30003944            ,PER,04/08/2017,
,30003945            ,PER,04/08/2017,
,30003946            ,PER,04/08/2017,
,30003947            ,PER,04/08/2017,
,30003948            ,PER,04/08/2017,
,30003949            ,PER,04/08/2017,
,30003950            ,PER,04/08/2017,
,30003951            ,PER,04/08/2017,
,30003952            ,PER,04/08/2017,
,30003953            ,PER,04/08/2017,
,30003954            ,PER,04/08/2017,
,30003955            ,PER,04/08/2017,
,30003956            ,PER,04/08/2017,
,30003957            ,PER,04/08/2017,
,30003958            ,PER,04/08/2017,
,30003959            ,PER,04/08/2017,
,30003960            ,PER,04/08/2017,
,30003961            ,PER,04/08/2017,
