USERID,STARTDATE,ENDATE,SEQNUMBER,PAYCOMPONENT,PAYCOMPVALUE,CURRENCY_CODE,FREQUENCY,IS_TARGET,NOTES,OPERATION,
30000787            ,03/08/2017,,,9001,850.0000,PEN,MON,,,,
30000788            ,03/08/2017,,,9001,850.0000,PEN,MON,,,,
30000789            ,03/08/2017,,,9001,850.0000,PEN,MON,,,,
30000790            ,03/08/2017,,,9001,850.0000,PEN,MON,,,,
30000791            ,03/08/2017,,,9001,850.0000,PEN,MON,,,,
30000792            ,03/08/2017,,,9001,850.0000,PEN,MON,,,,
30000793            ,03/08/2017,,,9001,850.0000,PEN,MON,,,,
30000794            ,03/08/2017,,,9001,850.0000,PEN,MON,,,,
30000795            ,03/08/2017,,,9001,2000.0000,PEN,MON,,,,
30000796            ,03/08/2017,,,9001,850.0000,PEN,MON,,,,
30000797            ,03/08/2017,,,9001,850.0000,PEN,MON,,,,
30000798            ,03/08/2017,,,9001,850.0000,PEN,MON,,,,
30000799            ,03/08/2017,,,9001,850.0000,PEN,MON,,,,
30000800            ,03/08/2017,,,9001,850.0000,PEN,MON,,,,
30000801            ,03/08/2017,,,9001,850.0000,PEN,MON,,,,
30000802            ,03/08/2017,,,9001,850.0000,PEN,MON,,,,
30000803            ,03/08/2017,,,9001,850.0000,PEN,MON,,,,
30000804            ,03/08/2017,,,9001,850.0000,PEN,MON,,,,
30000805            ,03/08/2017,,,9001,850.0000,PEN,MON,,,,
30000806            ,03/08/2017,,,9001,850.0000,PEN,MON,,,,
30000807            ,03/08/2017,,,9001,850.0000,PEN,MON,,,,
30000808            ,03/08/2017,,,9001,850.0000,PEN,MON,,,,
30000809            ,03/08/2017,,,9001,850.0000,PEN,MON,,,,
30000810            ,03/08/2017,,,9001,850.0000,PEN,MON,,,,
30000811            ,03/08/2017,,,9001,850.0000,PEN,MON,,,,
30000812            ,03/08/2017,,,9001,850.0000,PEN,MON,,,,
30000813            ,03/08/2017,,,9001,850.0000,PEN,MON,,,,
30000814            ,03/08/2017,,,9001,850.0000,PEN,MON,,,,
30000815            ,03/08/2017,,,9001,850.0000,PEN,MON,,,,
30000816            ,03/08/2017,,,9001,850.0000,PEN,MON,,,,
30000817            ,03/08/2017,,,9001,850.0000,PEN,MON,,,,
30000818            ,03/08/2017,,,9001,850.0000,PEN,MON,,,,
30000819            ,03/08/2017,,,9001,850.0000,PEN,MON,,,,
30000820            ,03/08/2017,,,9001,850.0000,PEN,MON,,,,
30000821            ,03/08/2017,,,9001,850.0000,PEN,MON,,,,
30000822            ,03/08/2017,,,9001,850.0000,PEN,MON,,,,
30000823            ,03/08/2017,,,9001,850.0000,PEN,MON,,,,
30000824            ,03/08/2017,,,9001,850.0000,PEN,MON,,,,
30000825            ,03/08/2017,,,9001,850.0000,PEN,MON,,,,
30000826            ,03/08/2017,,,9001,850.0000,PEN,MON,,,,
30000827            ,03/08/2017,,,9001,850.0000,PEN,MON,,,,
30000828            ,03/08/2017,,,9001,850.0000,PEN,MON,,,,
30000829            ,03/08/2017,,,9001,850.0000,PEN,MON,,,,
30000830            ,03/08/2017,,,9001,850.0000,PEN,MON,,,,
30000831            ,03/08/2017,,,9001,3800.0000,PEN,MON,,,,
30000832            ,03/08/2017,,,9001,510.0000,PEN,MON,,,,
30000833            ,03/08/2017,,,9001,850.0000,PEN,MON,,,,
30000834            ,03/08/2017,,,9001,850.0000,PEN,MON,,,,
30000835            ,03/08/2017,,,9001,850.0000,PEN,MON,,,,
30000836            ,03/08/2017,,,9001,850.0000,PEN,MON,,,,
30000837            ,03/08/2017,,,9001,850.0000,PEN,MON,,,,
30000838            ,03/08/2017,,,9001,850.0000,PEN,MON,,,,
30000839            ,03/08/2017,,,9001,510.0000,PEN,MON,,,,
30000840            ,03/08/2017,,,9001,850.0000,PEN,MON,,,,
30000841            ,03/08/2017,,,9001,850.0000,PEN,MON,,,,
30000842            ,03/08/2017,,,9001,850.0000,PEN,MON,,,,
30000843            ,03/08/2017,,,9001,850.0000,PEN,MON,,,,
30000845            ,03/08/2017,,,9001,850.0000,PEN,MON,,,,
30000846            ,03/08/2017,,,9001,850.0000,PEN,MON,,,,
30000847            ,03/08/2017,,,9001,850.0000,PEN,MON,,,,
30000848            ,03/08/2017,,,9001,850.0000,PEN,MON,,,,
30000849            ,03/08/2017,,,9001,850.0000,PEN,MON,,,,
30000850            ,03/08/2017,,,9001,850.0000,PEN,MON,,,,
30000851            ,03/08/2017,,,9001,850.0000,PEN,MON,,,,
30000852            ,03/08/2017,,,9001,850.0000,PEN,MON,,,,
30000854            ,03/08/2017,,,9001,850.0000,PEN,MON,,,,
30000855            ,03/08/2017,,,9001,850.0000,PEN,MON,,,,
30000856            ,03/08/2017,,,9001,850.0000,PEN,MON,,,,
30000857            ,03/08/2017,,,9001,850.0000,PEN,MON,,,,
30000858            ,03/08/2017,,,9001,850.0000,PEN,MON,,,,
30000859            ,03/08/2017,,,9001,850.0000,PEN,MON,,,,
30000860            ,03/08/2017,,,9001,850.0000,PEN,MON,,,,
30000861            ,03/08/2017,,,9001,850.0000,PEN,MON,,,,
30000862            ,03/08/2017,,,9001,850.0000,PEN,MON,,,,
30000863            ,03/08/2017,,,9001,850.0000,PEN,MON,,,,
30000864            ,03/08/2017,,,9001,850.0000,PEN,MON,,,,
30000865            ,03/08/2017,,,9001,850.0000,PEN,MON,,,,
30000866            ,03/08/2017,,,9001,850.0000,PEN,MON,,,,
30000867            ,03/08/2017,,,9001,850.0000,PEN,MON,,,,
30000868            ,03/08/2017,,,9001,850.0000,PEN,MON,,,,
30000869            ,03/08/2017,,,9001,850.0000,PEN,MON,,,,
30000870            ,03/08/2017,,,9001,850.0000,PEN,MON,,,,
30000871            ,03/08/2017,,,9001,850.0000,PEN,MON,,,,
30000872            ,03/08/2017,,,9001,850.0000,PEN,MON,,,,
30000873            ,03/08/2017,,,9001,850.0000,PEN,MON,,,,
30000874            ,03/08/2017,,,9001,850.0000,PEN,MON,,,,
30000875            ,03/08/2017,,,9001,850.0000,PEN,MON,,,,
30000876            ,03/08/2017,,,9001,850.0000,PEN,MON,,,,
30000877            ,03/08/2017,,,9001,850.0000,PEN,MON,,,,
30000878            ,03/08/2017,,,9001,850.0000,PEN,MON,,,,
30000879            ,03/08/2017,,,9001,850.0000,PEN,MON,,,,
30000880            ,03/08/2017,,,9001,850.0000,PEN,MON,,,,
30000881            ,03/08/2017,,,9001,850.0000,PEN,MON,,,,
30000882            ,03/08/2017,,,9001,1200.0000,PEN,MON,,,,
30000883            ,03/08/2017,,,9001,1075.0000,PEN,MON,,,,
30000884            ,03/08/2017,,,9001,1075.0000,PEN,MON,,,,
30000885            ,03/08/2017,,,9001,850.0000,PEN,MON,,,,
30000886            ,03/08/2017,,,9001,850.0000,PEN,MON,,,,
30000887            ,03/08/2017,,,9001,850.0000,PEN,MON,,,,
30000888            ,03/08/2017,,,9001,850.0000,PEN,MON,,,,
30000889            ,03/08/2017,,,9001,850.0000,PEN,MON,,,,
30000890            ,03/08/2017,,,9001,850.0000,PEN,MON,,,,
30000891            ,03/08/2017,,,9001,850.0000,PEN,MON,,,,
30000892            ,03/08/2017,,,9001,850.0000,PEN,MON,,,,
30000893            ,03/08/2017,,,9001,850.0000,PEN,MON,,,,
30000894            ,03/08/2017,,,9001,850.0000,PEN,MON,,,,
30000895            ,03/08/2017,,,9001,850.0000,PEN,MON,,,,
30000896            ,03/08/2017,,,9001,850.0000,PEN,MON,,,,
30000897            ,03/08/2017,,,9001,850.0000,PEN,MON,,,,
30000898            ,03/08/2017,,,9001,850.0000,PEN,MON,,,,
30000899            ,03/08/2017,,,9001,850.0000,PEN,MON,,,,
30000900            ,03/08/2017,,,9001,1500.0000,PEN,MON,,,,
30000901            ,03/08/2017,,,9001,1100.0000,PEN,MON,,,,
30000902            ,03/08/2017,,,9001,850.0000,PEN,MON,,,,
30000903            ,03/08/2017,,,9001,510.0000,PEN,MON,,,,
30000904            ,03/08/2017,,,9001,1500.0000,PEN,MON,,,,
30000905            ,03/08/2017,,,9001,850.0000,PEN,MON,,,,
30000906            ,03/08/2017,,,9001,850.0000,PEN,MON,,,,
30000907            ,03/08/2017,,,9001,850.0000,PEN,MON,,,,
30000908            ,03/08/2017,,,9001,850.0000,PEN,MON,,,,
30000909            ,03/08/2017,,,9001,850.0000,PEN,MON,,,,
30000910            ,03/08/2017,,,9001,850.0000,PEN,MON,,,,
30000912            ,03/08/2017,,,9001,850.0000,PEN,MON,,,,
30000913            ,03/08/2017,,,9001,850.0000,PEN,MON,,,,
30000914            ,03/08/2017,,,9001,850.0000,PEN,MON,,,,
30000915            ,03/08/2017,,,9001,850.0000,PEN,MON,,,,
30000916            ,03/08/2017,,,9001,850.0000,PEN,MON,,,,
30000917            ,03/08/2017,,,9001,850.0000,PEN,MON,,,,
30000918            ,03/08/2017,,,9001,850.0000,PEN,MON,,,,
30000919            ,03/08/2017,,,9001,850.0000,PEN,MON,,,,
30000920            ,03/08/2017,,,9001,850.0000,PEN,MON,,,,
30000921            ,03/08/2017,,,9001,850.0000,PEN,MON,,,,
30000922            ,03/08/2017,,,9001,850.0000,PEN,MON,,,,
30000923            ,03/08/2017,,,9001,850.0000,PEN,MON,,,,
30000924            ,03/08/2017,,,9001,850.0000,PEN,MON,,,,
30000925            ,03/08/2017,,,9001,850.0000,PEN,MON,,,,
30000926            ,03/08/2017,,,9001,850.0000,PEN,MON,,,,
30000927            ,03/08/2017,,,9001,850.0000,PEN,MON,,,,
30000928            ,03/08/2017,,,9001,850.0000,PEN,MON,,,,
30000929            ,03/08/2017,,,9001,850.0000,PEN,MON,,,,
30000930            ,03/08/2017,,,9001,850.0000,PEN,MON,,,,
30000932            ,03/08/2017,,,9001,850.0000,PEN,MON,,,,
30000933            ,03/08/2017,,,9001,850.0000,PEN,MON,,,,
30000934            ,03/08/2017,,,9001,850.0000,PEN,MON,,,,
30000935            ,03/08/2017,,,9001,850.0000,PEN,MON,,,,
30000936            ,03/08/2017,,,9001,850.0000,PEN,MON,,,,
30000937            ,03/08/2017,,,9001,850.0000,PEN,MON,,,,
30000938            ,03/08/2017,,,9001,850.0000,PEN,MON,,,,
30000939            ,03/08/2017,,,9001,850.0000,PEN,MON,,,,
30000940            ,03/08/2017,,,9001,850.0000,PEN,MON,,,,
30000941            ,03/08/2017,,,9001,850.0000,PEN,MON,,,,
30000942            ,03/08/2017,,,9001,850.0000,PEN,MON,,,,
30000943            ,03/08/2017,,,9001,850.0000,PEN,MON,,,,
30000945            ,03/08/2017,,,9001,510.0000,PEN,MON,,,,
30000946            ,03/08/2017,,,9001,850.0000,PEN,MON,,,,
30000947            ,03/08/2017,,,9001,510.0000,PEN,MON,,,,
30000949            ,03/08/2017,,,9001,850.0000,PEN,MON,,,,
30000950            ,03/08/2017,,,9001,850.0000,PEN,MON,,,,
30000951            ,03/08/2017,,,9001,850.0000,PEN,MON,,,,
30000952            ,03/08/2017,,,9001,850.0000,PEN,MON,,,,
30000953            ,03/08/2017,,,9001,850.0000,PEN,MON,,,,
30000954            ,03/08/2017,,,9001,510.0000,PEN,MON,,,,
30000955            ,03/08/2017,,,9001,510.0000,PEN,MON,,,,
30000956            ,03/08/2017,,,9001,1325.0000,PEN,MON,,,,
30000957            ,03/08/2017,,,9001,1075.0000,PEN,MON,,,,
30000958            ,03/08/2017,,,9001,850.0000,PEN,MON,,,,
30000959            ,03/08/2017,,,9001,850.0000,PEN,MON,,,,
30000960            ,03/08/2017,,,9001,850.0000,PEN,MON,,,,
30000961            ,03/08/2017,,,9001,850.0000,PEN,MON,,,,
30000962            ,03/08/2017,,,9001,850.0000,PEN,MON,,,,
30000963            ,03/08/2017,,,9001,850.0000,PEN,MON,,,,
30000964            ,03/08/2017,,,9001,850.0000,PEN,MON,,,,
30000965            ,03/08/2017,,,9001,850.0000,PEN,MON,,,,
30000966            ,03/08/2017,,,9001,850.0000,PEN,MON,,,,
30000967            ,03/08/2017,,,9001,850.0000,PEN,MON,,,,
30000968            ,03/08/2017,,,9001,850.0000,PEN,MON,,,,
30000969            ,03/08/2017,,,9001,850.0000,PEN,MON,,,,
30000970            ,03/08/2017,,,9001,850.0000,PEN,MON,,,,
30000972            ,03/08/2017,,,9001,850.0000,PEN,MON,,,,
30000973            ,03/08/2017,,,9001,850.0000,PEN,MON,,,,
30000974            ,03/08/2017,,,9001,850.0000,PEN,MON,,,,
30000975            ,03/08/2017,,,9001,850.0000,PEN,MON,,,,
30000976            ,03/08/2017,,,9001,850.0000,PEN,MON,,,,
30000977            ,03/08/2017,,,9001,850.0000,PEN,MON,,,,
30000978            ,03/08/2017,,,9001,850.0000,PEN,MON,,,,
30000979            ,03/08/2017,,,9001,850.0000,PEN,MON,,,,
30000980            ,03/08/2017,,,9001,850.0000,PEN,MON,,,,
30000981            ,03/08/2017,,,9001,850.0000,PEN,MON,,,,
30000982            ,03/08/2017,,,9001,850.0000,PEN,MON,,,,
30000983            ,03/08/2017,,,9001,850.0000,PEN,MON,,,,
30000984            ,03/08/2017,,,9001,850.0000,PEN,MON,,,,
30000985            ,03/08/2017,,,9001,850.0000,PEN,MON,,,,
30000986            ,03/08/2017,,,9001,850.0000,PEN,MON,,,,
30000987            ,03/08/2017,,,9001,850.0000,PEN,MON,,,,
30000988            ,03/08/2017,,,9001,850.0000,PEN,MON,,,,
30000989            ,03/08/2017,,,9001,850.0000,PEN,MON,,,,
30000990            ,03/08/2017,,,9001,850.0000,PEN,MON,,,,
30000991            ,03/08/2017,,,9001,850.0000,PEN,MON,,,,
30000992            ,03/08/2017,,,9001,850.0000,PEN,MON,,,,
30000993            ,03/08/2017,,,9001,850.0000,PEN,MON,,,,
30000994            ,03/08/2017,,,9001,850.0000,PEN,MON,,,,
30000995            ,03/08/2017,,,9057,1000.0000,PEN,MON,,,,
30000996            ,03/08/2017,,,9001,850.0000,PEN,MON,,,,
30000997            ,03/08/2017,,,9001,850.0000,PEN,MON,,,,
30000998            ,03/08/2017,,,9001,850.0000,PEN,MON,,,,
30000999            ,03/08/2017,,,9001,510.0000,PEN,MON,,,,
30001000            ,03/08/2017,,,9001,850.0000,PEN,MON,,,,
30001001            ,03/08/2017,,,9001,850.0000,PEN,MON,,,,
30001002            ,03/08/2017,,,9001,850.0000,PEN,MON,,,,
30001003            ,03/08/2017,,,9001,850.0000,PEN,MON,,,,
30001004            ,03/08/2017,,,9001,850.0000,PEN,MON,,,,
30001005            ,03/08/2017,,,9001,850.0000,PEN,MON,,,,
30001006            ,03/08/2017,,,9001,850.0000,PEN,MON,,,,
30001007            ,03/08/2017,,,9001,850.0000,PEN,MON,,,,
30001008            ,03/08/2017,,,9001,850.0000,PEN,MON,,,,
30001009            ,03/08/2017,,,9001,850.0000,PEN,MON,,,,
30001010            ,03/08/2017,,,9001,850.0000,PEN,MON,,,,
30001011            ,03/08/2017,,,9001,850.0000,PEN,MON,,,,
30001012            ,03/08/2017,,,9001,850.0000,PEN,MON,,,,
30001013            ,03/08/2017,,,9001,850.0000,PEN,MON,,,,
30001014            ,03/08/2017,,,9001,850.0000,PEN,MON,,,,
30001015            ,03/08/2017,,,9001,850.0000,PEN,MON,,,,
30001016            ,03/08/2017,,,9001,850.0000,PEN,MON,,,,
30001017            ,03/08/2017,,,9001,850.0000,PEN,MON,,,,
30001018            ,03/08/2017,,,9001,850.0000,PEN,MON,,,,
30001019            ,03/08/2017,,,9001,850.0000,PEN,MON,,,,
30001020            ,03/08/2017,,,9001,850.0000,PEN,MON,,,,
30001021            ,03/08/2017,,,9001,850.0000,PEN,MON,,,,
30001022            ,03/08/2017,,,9001,850.0000,PEN,MON,,,,
30001023            ,03/08/2017,,,9001,850.0000,PEN,MON,,,,
30001024            ,03/08/2017,,,9001,850.0000,PEN,MON,,,,
30001025            ,03/08/2017,,,9001,850.0000,PEN,MON,,,,
30001026            ,03/08/2017,,,9001,850.0000,PEN,MON,,,,
30001027            ,03/08/2017,,,9001,850.0000,PEN,MON,,,,
30001028            ,03/08/2017,,,9001,850.0000,PEN,MON,,,,
30001029            ,03/08/2017,,,9001,850.0000,PEN,MON,,,,
30001030            ,03/08/2017,,,9001,850.0000,PEN,MON,,,,
30001031            ,03/08/2017,,,9001,850.0000,PEN,MON,,,,
30001032            ,03/08/2017,,,9001,850.0000,PEN,MON,,,,
30001033            ,03/08/2017,,,9001,850.0000,PEN,MON,,,,
30001034            ,03/08/2017,,,9001,850.0000,PEN,MON,,,,
30001035            ,03/08/2017,,,9001,850.0000,PEN,MON,,,,
30001036            ,03/08/2017,,,9001,850.0000,PEN,MON,,,,
30001037            ,03/08/2017,,,9001,850.0000,PEN,MON,,,,
30001038            ,03/08/2017,,,9001,850.0000,PEN,MON,,,,
30001039            ,03/08/2017,,,9001,850.0000,PEN,MON,,,,
30001040            ,03/08/2017,,,9001,850.0000,PEN,MON,,,,
30001041            ,03/08/2017,,,9001,850.0000,PEN,MON,,,,
30001043            ,03/08/2017,,,9001,850.0000,PEN,MON,,,,
30001044            ,03/08/2017,,,9001,850.0000,PEN,MON,,,,
30001045            ,03/08/2017,,,9001,850.0000,PEN,MON,,,,
30001046            ,03/08/2017,,,9001,850.0000,PEN,MON,,,,
30001047            ,03/08/2017,,,9001,510.0000,PEN,MON,,,,
30001048            ,03/08/2017,,,9001,510.0000,PEN,MON,,,,
30001049            ,03/08/2017,,,9001,850.0000,PEN,MON,,,,
30001050            ,03/08/2017,,,9001,850.0000,PEN,MON,,,,
30001051            ,03/08/2017,,,9001,850.0000,PEN,MON,,,,
30001052            ,03/08/2017,,,9001,850.0000,PEN,MON,,,,
30001053            ,03/08/2017,,,9001,850.0000,PEN,MON,,,,
30001054            ,03/08/2017,,,9001,850.0000,PEN,MON,,,,
30001055            ,03/08/2017,,,9001,850.0000,PEN,MON,,,,
30001056            ,03/08/2017,,,9001,850.0000,PEN,MON,,,,
30001057            ,03/08/2017,,,9001,850.0000,PEN,MON,,,,
30001058            ,03/08/2017,,,9001,850.0000,PEN,MON,,,,
30001059            ,03/08/2017,,,9001,850.0000,PEN,MON,,,,
30001060            ,03/08/2017,,,9001,850.0000,PEN,MON,,,,
30001061            ,03/08/2017,,,9001,850.0000,PEN,MON,,,,
30001062            ,03/08/2017,,,9001,850.0000,PEN,MON,,,,
30001063            ,03/08/2017,,,9001,850.0000,PEN,MON,,,,
30001064            ,03/08/2017,,,9001,850.0000,PEN,MON,,,,
30001065            ,03/08/2017,,,9001,850.0000,PEN,MON,,,,
30001066            ,03/08/2017,,,9001,850.0000,PEN,MON,,,,
30001067            ,03/08/2017,,,9001,850.0000,PEN,MON,,,,
30001068            ,03/08/2017,,,9001,850.0000,PEN,MON,,,,
30001069            ,03/08/2017,,,9001,850.0000,PEN,MON,,,,
30001070            ,03/08/2017,,,9001,850.0000,PEN,MON,,,,
30001071            ,03/08/2017,,,9001,850.0000,PEN,MON,,,,
30001072            ,03/08/2017,,,9001,850.0000,PEN,MON,,,,
30001073            ,03/08/2017,,,9001,850.0000,PEN,MON,,,,
30001074            ,03/08/2017,,,9001,850.0000,PEN,MON,,,,
30001075            ,03/08/2017,,,9001,850.0000,PEN,MON,,,,
30001077            ,03/08/2017,,,9001,850.0000,PEN,MON,,,,
30001078            ,03/08/2017,,,9001,850.0000,PEN,MON,,,,
30001079            ,03/08/2017,,,9001,850.0000,PEN,MON,,,,
30001080            ,03/08/2017,,,9001,850.0000,PEN,MON,,,,
30001081            ,03/08/2017,,,9001,850.0000,PEN,MON,,,,
30001082            ,03/08/2017,,,9001,850.0000,PEN,MON,,,,
30001083            ,03/08/2017,,,9001,850.0000,PEN,MON,,,,
30001084            ,03/08/2017,,,9001,850.0000,PEN,MON,,,,
30001085            ,03/08/2017,,,9001,850.0000,PEN,MON,,,,
30001086            ,03/08/2017,,,9001,850.0000,PEN,MON,,,,
30001087            ,03/08/2017,,,9001,850.0000,PEN,MON,,,,
30001088            ,03/08/2017,,,9001,850.0000,PEN,MON,,,,
30001090            ,03/08/2017,,,9001,850.0000,PEN,MON,,,,
30001091            ,03/08/2017,,,9001,850.0000,PEN,MON,,,,
30001092            ,03/08/2017,,,9001,850.0000,PEN,MON,,,,
30001093            ,03/08/2017,,,9001,850.0000,PEN,MON,,,,
30001094            ,03/08/2017,,,9001,850.0000,PEN,MON,,,,
30001095            ,03/08/2017,,,9001,850.0000,PEN,MON,,,,
30001096            ,03/08/2017,,,9001,850.0000,PEN,MON,,,,
30001097            ,03/08/2017,,,9001,850.0000,PEN,MON,,,,
30001098            ,03/08/2017,,,9001,850.0000,PEN,MON,,,,
30001099            ,03/08/2017,,,9001,850.0000,PEN,MON,,,,
30001100            ,03/08/2017,,,9001,850.0000,PEN,MON,,,,
30001101            ,03/08/2017,,,9001,850.0000,PEN,MON,,,,
30001102            ,03/08/2017,,,9001,850.0000,PEN,MON,,,,
30001103            ,03/08/2017,,,9001,850.0000,PEN,MON,,,,
30001104            ,03/08/2017,,,9001,850.0000,PEN,MON,,,,
30001105            ,03/08/2017,,,9001,850.0000,PEN,MON,,,,
30001106            ,03/08/2017,,,9001,850.0000,PEN,MON,,,,
30001107            ,03/08/2017,,,9001,850.0000,PEN,MON,,,,
30001108            ,03/08/2017,,,9001,850.0000,PEN,MON,,,,
30001109            ,03/08/2017,,,9001,850.0000,PEN,MON,,,,
30001110            ,03/08/2017,,,9001,850.0000,PEN,MON,,,,
30001111            ,03/08/2017,,,9001,850.0000,PEN,MON,,,,
30001112            ,03/08/2017,,,9001,850.0000,PEN,MON,,,,
30001113            ,03/08/2017,,,9001,510.0000,PEN,MON,,,,
30001114            ,03/08/2017,,,9001,1300.0000,PEN,MON,,,,
30001115            ,03/08/2017,,,9001,850.0000,PEN,MON,,,,
30001116            ,03/08/2017,,,9001,850.0000,PEN,MON,,,,
30001117            ,03/08/2017,,,9001,850.0000,PEN,MON,,,,
30001118            ,03/08/2017,,,9001,850.0000,PEN,MON,,,,
30001119            ,03/08/2017,,,9001,850.0000,PEN,MON,,,,
30001120            ,03/08/2017,,,9001,850.0000,PEN,MON,,,,
30001121            ,03/08/2017,,,9001,850.0000,PEN,MON,,,,
30001122            ,03/08/2017,,,9001,850.0000,PEN,MON,,,,
30001123            ,03/08/2017,,,9001,850.0000,PEN,MON,,,,
30001124            ,03/08/2017,,,9001,850.0000,PEN,MON,,,,
30001125            ,03/08/2017,,,9001,850.0000,PEN,MON,,,,
30001126            ,03/08/2017,,,9001,850.0000,PEN,MON,,,,
30001127            ,03/08/2017,,,9001,850.0000,PEN,MON,,,,
30001128            ,03/08/2017,,,9001,850.0000,PEN,MON,,,,
30001129            ,03/08/2017,,,9001,850.0000,PEN,MON,,,,
30001130            ,03/08/2017,,,9001,850.0000,PEN,MON,,,,
30001131            ,03/08/2017,,,9001,850.0000,PEN,MON,,,,
30001132            ,03/08/2017,,,9001,850.0000,PEN,MON,,,,
30001133            ,03/08/2017,,,9001,510.0000,PEN,MON,,,,
30001134            ,03/08/2017,,,9001,850.0000,PEN,MON,,,,
30001135            ,03/08/2017,,,9001,850.0000,PEN,MON,,,,
30001136            ,03/08/2017,,,9001,850.0000,PEN,MON,,,,
30001137            ,03/08/2017,,,9001,850.0000,PEN,MON,,,,
30001139            ,03/08/2017,,,9001,850.0000,PEN,MON,,,,
30001140            ,03/08/2017,,,9001,850.0000,PEN,MON,,,,
30001141            ,03/08/2017,,,9001,850.0000,PEN,MON,,,,
30001142            ,03/08/2017,,,9001,850.0000,PEN,MON,,,,
30001143            ,03/08/2017,,,9001,850.0000,PEN,MON,,,,
30001144            ,03/08/2017,,,9001,850.0000,PEN,MON,,,,
30001145            ,03/08/2017,,,9001,850.0000,PEN,MON,,,,
30001146            ,03/08/2017,,,9001,850.0000,PEN,MON,,,,
30001148            ,03/08/2017,,,9001,850.0000,PEN,MON,,,,
30001149            ,03/08/2017,,,9001,850.0000,PEN,MON,,,,
30001150            ,03/08/2017,,,9001,850.0000,PEN,MON,,,,
30001151            ,03/08/2017,,,9001,850.0000,PEN,MON,,,,
30001152            ,03/08/2017,,,9001,850.0000,PEN,MON,,,,
30001153            ,03/08/2017,,,9001,850.0000,PEN,MON,,,,
30001154            ,03/08/2017,,,9001,850.0000,PEN,MON,,,,
30001155            ,03/08/2017,,,9001,850.0000,PEN,MON,,,,
30001156            ,03/08/2017,,,9001,850.0000,PEN,MON,,,,
30001157            ,03/08/2017,,,9001,1200.0000,PEN,MON,,,,
30001158            ,03/08/2017,,,9001,850.0000,PEN,MON,,,,
30001159            ,03/08/2017,,,9057,1000.0000,PEN,MON,,,,
30001160            ,03/08/2017,,,9057,1000.0000,PEN,MON,,,,
30001161            ,03/08/2017,,,9001,850.0000,PEN,MON,,,,
30001162            ,03/08/2017,,,9001,510.0000,PEN,MON,,,,
30001163            ,03/08/2017,,,9001,510.0000,PEN,MON,,,,
30001164            ,03/08/2017,,,9001,510.0000,PEN,MON,,,,
30001165            ,03/08/2017,,,9001,1400.0000,PEN,MON,,,,
30001166            ,03/08/2017,,,9001,1200.0000,PEN,MON,,,,
30001167            ,03/08/2017,,,9001,510.0000,PEN,MON,,,,
30001168            ,03/08/2017,,,9001,850.0000,PEN,MON,,,,
30001169            ,03/08/2017,,,9001,850.0000,PEN,MON,,,,
30001170            ,03/08/2017,,,9001,850.0000,PEN,MON,,,,
30001171            ,03/08/2017,,,9001,850.0000,PEN,MON,,,,
30001172            ,03/08/2017,,,9001,850.0000,PEN,MON,,,,
30001173            ,03/08/2017,,,9001,850.0000,PEN,MON,,,,
30001174            ,03/08/2017,,,9001,850.0000,PEN,MON,,,,
30001175            ,03/08/2017,,,9001,850.0000,PEN,MON,,,,
30001176            ,03/08/2017,,,9001,850.0000,PEN,MON,,,,
30001177            ,03/08/2017,,,9001,850.0000,PEN,MON,,,,
30001178            ,03/08/2017,,,9001,850.0000,PEN,MON,,,,
30001179            ,03/08/2017,,,9001,510.0000,PEN,MON,,,,
30001180            ,03/08/2017,,,9001,510.0000,PEN,MON,,,,
30001181            ,03/08/2017,,,9001,850.0000,PEN,MON,,,,
30001182            ,03/08/2017,,,9001,850.0000,PEN,MON,,,,
30001183            ,03/08/2017,,,9001,850.0000,PEN,MON,,,,
30001184            ,03/08/2017,,,9001,850.0000,PEN,MON,,,,
30001185            ,03/08/2017,,,9001,850.0000,PEN,MON,,,,
30001187            ,03/08/2017,,,9001,850.0000,PEN,MON,,,,
30001188            ,03/08/2017,,,9001,850.0000,PEN,MON,,,,
30001189            ,03/08/2017,,,9001,850.0000,PEN,MON,,,,
30001190            ,03/08/2017,,,9001,850.0000,PEN,MON,,,,
30001191            ,03/08/2017,,,9001,850.0000,PEN,MON,,,,
30001192            ,03/08/2017,,,9001,850.0000,PEN,MON,,,,
30001193            ,03/08/2017,,,9001,850.0000,PEN,MON,,,,
30001194            ,03/08/2017,,,9001,850.0000,PEN,MON,,,,
30001195            ,03/08/2017,,,9001,850.0000,PEN,MON,,,,
30001196            ,03/08/2017,,,9001,850.0000,PEN,MON,,,,
30001197            ,03/08/2017,,,9001,850.0000,PEN,MON,,,,
30001198            ,03/08/2017,,,9001,850.0000,PEN,MON,,,,
30001199            ,03/08/2017,,,9001,850.0000,PEN,MON,,,,
30001200            ,03/08/2017,,,9001,850.0000,PEN,MON,,,,
30001201            ,03/08/2017,,,9001,850.0000,PEN,MON,,,,
30001202            ,03/08/2017,,,9001,850.0000,PEN,MON,,,,
30001203            ,03/08/2017,,,9001,850.0000,PEN,MON,,,,
30001204            ,03/08/2017,,,9001,850.0000,PEN,MON,,,,
30001205            ,03/08/2017,,,9001,850.0000,PEN,MON,,,,
30001206            ,03/08/2017,,,9001,850.0000,PEN,MON,,,,
30001207            ,03/08/2017,,,9001,850.0000,PEN,MON,,,,
