USERID,STARTDATE,ENDATE,SEQNUMBER,PAYCOMPONENT,PAYCOMPVALUE,CURRENCY_CODE,FREQUENCY,IS_TARGET,NOTES,OPERATION,
30001935            ,03/08/2017,,,9001,850.0000,PEN,MON,,,,
30001936            ,03/08/2017,,,9001,850.0000,PEN,MON,,,,
30001937            ,03/08/2017,,,9001,1200.0000,PEN,MON,,,,
30001938            ,03/08/2017,,,9001,945.0000,PEN,MON,,,,
30001939            ,03/08/2017,,,9001,850.0000,PEN,MON,,,,
30001940            ,03/08/2017,,,9001,850.0000,PEN,MON,,,,
30001941            ,03/08/2017,,,9001,510.0000,PEN,MON,,,,
30001942            ,03/08/2017,,,9001,850.0000,PEN,MON,,,,
30001943            ,03/08/2017,,,9001,1100.0000,PEN,MON,,,,
30001944            ,03/08/2017,,,9001,850.0000,PEN,MON,,,,
30001945            ,03/08/2017,,,9001,945.0000,PEN,MON,,,,
30001946            ,03/08/2017,,,9001,850.0000,PEN,MON,,,,
30001947            ,03/08/2017,,,9001,2200.0000,PEN,MON,,,,
30001948            ,03/08/2017,,,9001,1500.0000,PEN,MON,,,,
30001949            ,03/08/2017,,,9001,2500.0000,PEN,MON,,,,
30001950            ,03/08/2017,,,9001,850.0000,PEN,MON,,,,
30001951            ,03/08/2017,,,9001,945.0000,PEN,MON,,,,
30001952            ,03/08/2017,,,9001,850.0000,PEN,MON,,,,
30001953            ,03/08/2017,,,9001,850.0000,PEN,MON,,,,
30001954            ,03/08/2017,,,9001,850.0000,PEN,MON,,,,
30001955            ,03/08/2017,,,9001,1400.0000,PEN,MON,,,,
30001956            ,03/08/2017,,,9001,1200.0000,PEN,MON,,,,
30001957            ,03/08/2017,,,9001,1350.0000,PEN,MON,,,,
30001958            ,03/08/2017,,,9001,1200.0000,PEN,MON,,,,
30001959            ,03/08/2017,,,9001,1200.0000,PEN,MON,,,,
30001960            ,03/08/2017,,,9001,850.0000,PEN,MON,,,,
30001961            ,03/08/2017,,,9001,850.0000,PEN,MON,,,,
30001962            ,03/08/2017,,,9001,1075.0000,PEN,MON,,,,
30001963            ,03/08/2017,,,9001,850.0000,PEN,MON,,,,
30001964            ,03/08/2017,,,9001,850.0000,PEN,MON,,,,
30001965            ,03/08/2017,,,9001,850.0000,PEN,MON,,,,
30001966            ,03/08/2017,,,9001,850.0000,PEN,MON,,,,
30001967            ,03/08/2017,,,9001,850.0000,PEN,MON,,,,
30001968            ,03/08/2017,,,9001,945.0000,PEN,MON,,,,
30001969            ,03/08/2017,,,9001,850.0000,PEN,MON,,,,
30001970            ,03/08/2017,,,9001,1100.0000,PEN,MON,,,,
30001971            ,03/08/2017,,,9001,850.0000,PEN,MON,,,,
30001972            ,03/08/2017,,,9001,2000.0000,PEN,MON,,,,
30001973            ,03/08/2017,,,9001,850.0000,PEN,MON,,,,
30001974            ,03/08/2017,,,9001,1075.0000,PEN,MON,,,,
30001975            ,03/08/2017,,,9001,850.0000,PEN,MON,,,,
30001976            ,03/08/2017,,,9001,1200.0000,PEN,MON,,,,
30001977            ,03/08/2017,,,9001,850.0000,PEN,MON,,,,
30001979            ,03/08/2017,,,9001,1800.0000,PEN,MON,,,,
30001980            ,03/08/2017,,,9001,1075.0000,PEN,MON,,,,
30001981            ,03/08/2017,,,9001,1100.0000,PEN,MON,,,,
30001982            ,03/08/2017,,,9001,850.0000,PEN,MON,,,,
30001983            ,03/08/2017,,,9001,945.0000,PEN,MON,,,,
30001984            ,03/08/2017,,,9001,850.0000,PEN,MON,,,,
30001985            ,03/08/2017,,,9001,850.0000,PEN,MON,,,,
30001986            ,03/08/2017,,,9001,850.0000,PEN,MON,,,,
30001987            ,03/08/2017,,,9001,850.0000,PEN,MON,,,,
30001988            ,03/08/2017,,,9001,945.0000,PEN,MON,,,,
30001989            ,03/08/2017,,,9001,850.0000,PEN,MON,,,,
30001990            ,03/08/2017,,,9001,850.0000,PEN,MON,,,,
30001991            ,03/08/2017,,,9001,850.0000,PEN,MON,,,,
30001992            ,03/08/2017,,,9001,510.0000,PEN,MON,,,,
30001993            ,03/08/2017,,,9001,510.0000,PEN,MON,,,,
30001994            ,03/08/2017,,,9001,1100.0000,PEN,MON,,,,
30001995            ,03/08/2017,,,9001,850.0000,PEN,MON,,,,
30001996            ,03/08/2017,,,9001,850.0000,PEN,MON,,,,
30001997            ,03/08/2017,,,9001,850.0000,PEN,MON,,,,
30001998            ,03/08/2017,,,9001,850.0000,PEN,MON,,,,
30001999            ,03/08/2017,,,9001,1325.0000,PEN,MON,,,,
30002000            ,03/08/2017,,,9001,1075.0000,PEN,MON,,,,
30002001            ,03/08/2017,,,9001,1200.0000,PEN,MON,,,,
30002002            ,03/08/2017,,,9001,850.0000,PEN,MON,,,,
30002003            ,03/08/2017,,,9001,1500.0000,PEN,MON,,,,
30002004            ,03/08/2017,,,9001,850.0000,PEN,MON,,,,
30002005            ,03/08/2017,,,9001,945.0000,PEN,MON,,,,
30002006            ,03/08/2017,,,9001,850.0000,PEN,MON,,,,
30002007            ,03/08/2017,,,9001,850.0000,PEN,MON,,,,
30002008            ,03/08/2017,,,9001,945.0000,PEN,MON,,,,
30002009            ,03/08/2017,,,9001,850.0000,PEN,MON,,,,
30002010            ,03/08/2017,,,9001,850.0000,PEN,MON,,,,
30002011            ,03/08/2017,,,9001,945.0000,PEN,MON,,,,
30002012            ,03/08/2017,,,9001,945.0000,PEN,MON,,,,
30002013            ,03/08/2017,,,9001,850.0000,PEN,MON,,,,
30002014            ,03/08/2017,,,9001,850.0000,PEN,MON,,,,
30002016            ,03/08/2017,,,9001,945.0000,PEN,MON,,,,
30002017            ,03/08/2017,,,9001,1500.0000,PEN,MON,,,,
30002019            ,03/08/2017,,,9001,950.0000,PEN,MON,,,,
30002020            ,03/08/2017,,,9001,950.0000,PEN,MON,,,,
30002021            ,03/08/2017,,,9001,1500.0000,PEN,MON,,,,
30002022            ,03/08/2017,,,9001,850.0000,PEN,MON,,,,
30002023            ,03/08/2017,,,9001,850.0000,PEN,MON,,,,
30002024            ,03/08/2017,,,9001,850.0000,PEN,MON,,,,
30002025            ,03/08/2017,,,9001,945.0000,PEN,MON,,,,
30002026            ,03/08/2017,,,9001,850.0000,PEN,MON,,,,
30002027            ,03/08/2017,,,9001,850.0000,PEN,MON,,,,
30002028            ,03/08/2017,,,9001,850.0000,PEN,MON,,,,
30002029            ,03/08/2017,,,9001,945.0000,PEN,MON,,,,
30002030            ,03/08/2017,,,9001,2500.0000,PEN,MON,,,,
30002031            ,03/08/2017,,,9001,850.0000,PEN,MON,,,,
30002032            ,03/08/2017,,,9001,1075.0000,PEN,MON,,,,
30002033            ,03/08/2017,,,9001,945.0000,PEN,MON,,,,
30002034            ,03/08/2017,,,9001,850.0000,PEN,MON,,,,
30002035            ,03/08/2017,,,9001,850.0000,PEN,MON,,,,
30002036            ,03/08/2017,,,9001,850.0000,PEN,MON,,,,
30002037            ,03/08/2017,,,9001,850.0000,PEN,MON,,,,
30002038            ,03/08/2017,,,9001,850.0000,PEN,MON,,,,
30002039            ,03/08/2017,,,9001,850.0000,PEN,MON,,,,
30002040            ,03/08/2017,,,9001,850.0000,PEN,MON,,,,
30002041            ,03/08/2017,,,9001,850.0000,PEN,MON,,,,
30002042            ,03/08/2017,,,9001,850.0000,PEN,MON,,,,
30002043            ,03/08/2017,,,9001,850.0000,PEN,MON,,,,
30002044            ,03/08/2017,,,9001,850.0000,PEN,MON,,,,
30002045            ,03/08/2017,,,9001,850.0000,PEN,MON,,,,
30002046            ,03/08/2017,,,9001,850.0000,PEN,MON,,,,
30002047            ,03/08/2017,,,9001,945.0000,PEN,MON,,,,
30002048            ,03/08/2017,,,9001,945.0000,PEN,MON,,,,
30002049            ,03/08/2017,,,9001,1600.0000,PEN,MON,,,,
30002050            ,03/08/2017,,,9057,1000.0000,PEN,MON,,,,
30002051            ,03/08/2017,,,9001,850.0000,PEN,MON,,,,
30002052            ,03/08/2017,,,9001,510.0000,PEN,MON,,,,
30002053            ,03/08/2017,,,9001,850.0000,PEN,MON,,,,
30002054            ,03/08/2017,,,9001,850.0000,PEN,MON,,,,
30002055            ,03/08/2017,,,9001,510.0000,PEN,MON,,,,
30002056            ,03/08/2017,,,9001,850.0000,PEN,MON,,,,
30002057            ,03/08/2017,,,9001,945.0000,PEN,MON,,,,
30002058            ,03/08/2017,,,9001,850.0000,PEN,MON,,,,
30002059            ,03/08/2017,,,9001,850.0000,PEN,MON,,,,
30002060            ,03/08/2017,,,9001,850.0000,PEN,MON,,,,
30002061            ,03/08/2017,,,9001,850.0000,PEN,MON,,,,
30002062            ,03/08/2017,,,9001,510.0000,PEN,MON,,,,
30002063            ,03/08/2017,,,9001,850.0000,PEN,MON,,,,
30002064            ,03/08/2017,,,9001,850.0000,PEN,MON,,,,
30002065            ,03/08/2017,,,9001,850.0000,PEN,MON,,,,
30002066            ,03/08/2017,,,9001,510.0000,PEN,MON,,,,
30002067            ,03/08/2017,,,9001,850.0000,PEN,MON,,,,
30002068            ,03/08/2017,,,9001,1075.0000,PEN,MON,,,,
30002070            ,03/08/2017,,,9001,1200.0000,PEN,MON,,,,
30002071            ,03/08/2017,,,9001,850.0000,PEN,MON,,,,
30002072            ,03/08/2017,,,9001,850.0000,PEN,MON,,,,
30002073            ,03/08/2017,,,9001,850.0000,PEN,MON,,,,
30002074            ,03/08/2017,,,9001,850.0000,PEN,MON,,,,
30002075            ,03/08/2017,,,9001,850.0000,PEN,MON,,,,
30002076            ,03/08/2017,,,9001,850.0000,PEN,MON,,,,
30002077            ,03/08/2017,,,9001,850.0000,PEN,MON,,,,
30002079            ,03/08/2017,,,9001,850.0000,PEN,MON,,,,
30002080            ,03/08/2017,,,9001,850.0000,PEN,MON,,,,
30002081            ,03/08/2017,,,9001,1200.0000,PEN,MON,,,,
30002082            ,03/08/2017,,,9001,1100.0000,PEN,MON,,,,
30002083            ,03/08/2017,,,9001,850.0000,PEN,MON,,,,
30002084            ,03/08/2017,,,9001,850.0000,PEN,MON,,,,
30002085            ,03/08/2017,,,9001,850.0000,PEN,MON,,,,
30002086            ,03/08/2017,,,9001,850.0000,PEN,MON,,,,
30002087            ,03/08/2017,,,9001,1200.0000,PEN,MON,,,,
30002088            ,03/08/2017,,,9001,850.0000,PEN,MON,,,,
30002089            ,03/08/2017,,,9001,1500.0000,PEN,MON,,,,
30002090            ,03/08/2017,,,9001,945.0000,PEN,MON,,,,
30002091            ,03/08/2017,,,9001,850.0000,PEN,MON,,,,
30002092            ,03/08/2017,,,9001,850.0000,PEN,MON,,,,
30002093            ,03/08/2017,,,9001,850.0000,PEN,MON,,,,
30002094            ,03/08/2017,,,9001,850.0000,PEN,MON,,,,
30002095            ,03/08/2017,,,9001,945.0000,PEN,MON,,,,
30002096            ,03/08/2017,,,9001,850.0000,PEN,MON,,,,
30002097            ,03/08/2017,,,9001,850.0000,PEN,MON,,,,
30002098            ,03/08/2017,,,9001,850.0000,PEN,MON,,,,
30002099            ,03/08/2017,,,9001,850.0000,PEN,MON,,,,
30002100            ,03/08/2017,,,9001,945.0000,PEN,MON,,,,
30002101            ,03/08/2017,,,9001,850.0000,PEN,MON,,,,
30002102            ,03/08/2017,,,9001,850.0000,PEN,MON,,,,
30002103            ,03/08/2017,,,9001,850.0000,PEN,MON,,,,
30002104            ,03/08/2017,,,9001,850.0000,PEN,MON,,,,
30002105            ,03/08/2017,,,9001,850.0000,PEN,MON,,,,
30002106            ,03/08/2017,,,9001,850.0000,PEN,MON,,,,
30002107            ,03/08/2017,,,9001,510.0000,PEN,MON,,,,
30002108            ,03/08/2017,,,9001,975.0000,PEN,MON,,,,
30002109            ,03/08/2017,,,9001,1350.0000,PEN,MON,,,,
30002110            ,03/08/2017,,,9001,850.0000,PEN,MON,,,,
30002111            ,03/08/2017,,,9001,945.0000,PEN,MON,,,,
30002112            ,03/08/2017,,,9001,850.0000,PEN,MON,,,,
30002113            ,03/08/2017,,,9001,850.0000,PEN,MON,,,,
30002114            ,03/08/2017,,,9001,945.0000,PEN,MON,,,,
30002115            ,03/08/2017,,,9001,945.0000,PEN,MON,,,,
30002116            ,03/08/2017,,,9001,945.0000,PEN,MON,,,,
30002117            ,03/08/2017,,,9001,945.0000,PEN,MON,,,,
30002118            ,03/08/2017,,,9001,850.0000,PEN,MON,,,,
30002119            ,03/08/2017,,,9001,2500.0000,PEN,MON,,,,
30002120            ,03/08/2017,,,9001,1075.0000,PEN,MON,,,,
30002122            ,03/08/2017,,,9001,1075.0000,PEN,MON,,,,
30002123            ,03/08/2017,,,9001,1075.0000,PEN,MON,,,,
30002124            ,03/08/2017,,,9001,1075.0000,PEN,MON,,,,
30002127            ,03/08/2017,,,9001,1100.0000,PEN,MON,,,,
30002128            ,03/08/2017,,,9001,850.0000,PEN,MON,,,,
30002129            ,03/08/2017,,,9001,1100.0000,PEN,MON,,,,
30002130            ,03/08/2017,,,9001,1100.0000,PEN,MON,,,,
30002131            ,03/08/2017,,,9001,850.0000,PEN,MON,,,,
30002132            ,03/08/2017,,,9001,850.0000,PEN,MON,,,,
30002133            ,03/08/2017,,,9001,850.0000,PEN,MON,,,,
30002134            ,03/08/2017,,,9001,850.0000,PEN,MON,,,,
30002135            ,03/08/2017,,,9001,850.0000,PEN,MON,,,,
30002136            ,03/08/2017,,,9001,945.0000,PEN,MON,,,,
30002137            ,03/08/2017,,,9001,3000.0000,PEN,MON,,,,
30002138            ,03/08/2017,,,9001,850.0000,PEN,MON,,,,
30002139            ,03/08/2017,,,9001,850.0000,PEN,MON,,,,
30002140            ,03/08/2017,,,9001,850.0000,PEN,MON,,,,
30002141            ,03/08/2017,,,9001,510.0000,PEN,MON,,,,
30002142            ,03/08/2017,,,9001,975.0000,PEN,MON,,,,
30002143            ,03/08/2017,,,9001,850.0000,PEN,MON,,,,
30002144            ,03/08/2017,,,9001,850.0000,PEN,MON,,,,
30002145            ,03/08/2017,,,9001,850.0000,PEN,MON,,,,
30002146            ,03/08/2017,,,9001,945.0000,PEN,MON,,,,
30002147            ,03/08/2017,,,9001,850.0000,PEN,MON,,,,
30002148            ,03/08/2017,,,9001,850.0000,PEN,MON,,,,
30002149            ,03/08/2017,,,9001,850.0000,PEN,MON,,,,
30002150            ,03/08/2017,,,9001,945.0000,PEN,MON,,,,
30002151            ,03/08/2017,,,9001,850.0000,PEN,MON,,,,
30002152            ,03/08/2017,,,9001,945.0000,PEN,MON,,,,
30002153            ,03/08/2017,,,9001,945.0000,PEN,MON,,,,
30002154            ,03/08/2017,,,9001,945.0000,PEN,MON,,,,
30002155            ,03/08/2017,,,9001,850.0000,PEN,MON,,,,
30002156            ,03/08/2017,,,9001,850.0000,PEN,MON,,,,
30002157            ,03/08/2017,,,9001,1075.0000,PEN,MON,,,,
30002158            ,03/08/2017,,,9001,850.0000,PEN,MON,,,,
30002159            ,03/08/2017,,,9001,1800.0000,PEN,MON,,,,
30002160            ,03/08/2017,,,9001,850.0000,PEN,MON,,,,
30002161            ,03/08/2017,,,9001,850.0000,PEN,MON,,,,
30002162            ,03/08/2017,,,9001,850.0000,PEN,MON,,,,
30002163            ,03/08/2017,,,9001,1075.0000,PEN,MON,,,,
30002164            ,03/08/2017,,,9001,2000.0000,PEN,MON,,,,
30002165            ,03/08/2017,,,9001,510.0000,PEN,MON,,,,
30002166            ,03/08/2017,,,9001,850.0000,PEN,MON,,,,
30002167            ,03/08/2017,,,9001,850.0000,PEN,MON,,,,
30002168            ,03/08/2017,,,9001,850.0000,PEN,MON,,,,
30002169            ,03/08/2017,,,9001,850.0000,PEN,MON,,,,
30002170            ,03/08/2017,,,9001,850.0000,PEN,MON,,,,
30002171            ,03/08/2017,,,9001,850.0000,PEN,MON,,,,
30002172            ,03/08/2017,,,9001,945.0000,PEN,MON,,,,
30002173            ,03/08/2017,,,9001,850.0000,PEN,MON,,,,
30002174            ,03/08/2017,,,9001,850.0000,PEN,MON,,,,
30002175            ,03/08/2017,,,9001,850.0000,PEN,MON,,,,
30002176            ,03/08/2017,,,9001,510.0000,PEN,MON,,,,
30002177            ,03/08/2017,,,9001,850.0000,PEN,MON,,,,
30002178            ,03/08/2017,,,9001,850.0000,PEN,MON,,,,
30002179            ,03/08/2017,,,9001,510.0000,PEN,MON,,,,
30002180            ,03/08/2017,,,9001,850.0000,PEN,MON,,,,
30002181            ,03/08/2017,,,9001,850.0000,PEN,MON,,,,
30002182            ,03/08/2017,,,9001,850.0000,PEN,MON,,,,
30002183            ,03/08/2017,,,9001,850.0000,PEN,MON,,,,
30002184            ,03/08/2017,,,9001,850.0000,PEN,MON,,,,
30002185            ,03/08/2017,,,9001,945.0000,PEN,MON,,,,
30002186            ,03/08/2017,,,9001,850.0000,PEN,MON,,,,
30002187            ,03/08/2017,,,9001,945.0000,PEN,MON,,,,
30002188            ,03/08/2017,,,9001,945.0000,PEN,MON,,,,
30002189            ,03/08/2017,,,9001,510.0000,PEN,MON,,,,
30002190            ,03/08/2017,,,9001,850.0000,PEN,MON,,,,
30002191            ,03/08/2017,,,9001,850.0000,PEN,MON,,,,
30002192            ,03/08/2017,,,9001,510.0000,PEN,MON,,,,
30002193            ,03/08/2017,,,9001,510.0000,PEN,MON,,,,
30002194            ,03/08/2017,,,9001,850.0000,PEN,MON,,,,
30002195            ,03/08/2017,,,9001,510.0000,PEN,MON,,,,
30002196            ,03/08/2017,,,9001,850.0000,PEN,MON,,,,
30002197            ,03/08/2017,,,9001,1075.0000,PEN,MON,,,,
30002198            ,03/08/2017,,,9001,1405.0000,PEN,MON,,,,
30002199            ,03/08/2017,,,9001,850.0000,PEN,MON,,,,
30002200            ,03/08/2017,,,9001,1075.0000,PEN,MON,,,,
30002201            ,03/08/2017,,,9001,850.0000,PEN,MON,,,,
30002202            ,03/08/2017,,,9001,1075.0000,PEN,MON,,,,
30002203            ,03/08/2017,,,9001,850.0000,PEN,MON,,,,
30002204            ,03/08/2017,,,9001,945.0000,PEN,MON,,,,
30002205            ,03/08/2017,,,9001,850.0000,PEN,MON,,,,
30002206            ,03/08/2017,,,9001,850.0000,PEN,MON,,,,
30002207            ,03/08/2017,,,9001,850.0000,PEN,MON,,,,
30002208            ,03/08/2017,,,9001,850.0000,PEN,MON,,,,
30002209            ,03/08/2017,,,9001,850.0000,PEN,MON,,,,
30002210            ,03/08/2017,,,9001,850.0000,PEN,MON,,,,
30002211            ,03/08/2017,,,9001,945.0000,PEN,MON,,,,
30002212            ,03/08/2017,,,9001,850.0000,PEN,MON,,,,
30002213            ,03/08/2017,,,9001,850.0000,PEN,MON,,,,
30002214            ,03/08/2017,,,9001,850.0000,PEN,MON,,,,
30002215            ,03/08/2017,,,9001,945.0000,PEN,MON,,,,
30002216            ,03/08/2017,,,9001,850.0000,PEN,MON,,,,
30002217            ,03/08/2017,,,9001,850.0000,PEN,MON,,,,
30002218            ,03/08/2017,,,9001,1400.0000,PEN,MON,,,,
30002219            ,03/08/2017,,,9001,850.0000,PEN,MON,,,,
30002220            ,03/08/2017,,,9001,850.0000,PEN,MON,,,,
30002221            ,03/08/2017,,,9001,850.0000,PEN,MON,,,,
30002222            ,03/08/2017,,,9001,850.0000,PEN,MON,,,,
30002223            ,03/08/2017,,,9001,1200.0000,PEN,MON,,,,
30002224            ,03/08/2017,,,9001,850.0000,PEN,MON,,,,
30002225            ,03/08/2017,,,9001,850.0000,PEN,MON,,,,
30002226            ,03/08/2017,,,9001,850.0000,PEN,MON,,,,
30002227            ,03/08/2017,,,9001,1325.0000,PEN,MON,,,,
30002228            ,03/08/2017,,,9001,1075.0000,PEN,MON,,,,
30002229            ,03/08/2017,,,9001,1075.0000,PEN,MON,,,,
30002230            ,03/08/2017,,,9001,1500.0000,PEN,MON,,,,
30002231            ,03/08/2017,,,9001,850.0000,PEN,MON,,,,
30002232            ,03/08/2017,,,9001,850.0000,PEN,MON,,,,
30002233            ,03/08/2017,,,9001,850.0000,PEN,MON,,,,
30002234            ,03/08/2017,,,9001,850.0000,PEN,MON,,,,
30002235            ,03/08/2017,,,9001,6500.0000,PEN,MON,,,,
30002236            ,03/08/2017,,,9001,510.0000,PEN,MON,,,,
30002237            ,03/08/2017,,,9001,1350.0000,PEN,MON,,,,
30002238            ,03/08/2017,,,9001,945.0000,PEN,MON,,,,
30002239            ,03/08/2017,,,9001,945.0000,PEN,MON,,,,
30002240            ,03/08/2017,,,9001,945.0000,PEN,MON,,,,
30002241            ,03/08/2017,,,9001,1600.0000,PEN,MON,,,,
30002242            ,03/08/2017,,,9001,850.0000,PEN,MON,,,,
30002243            ,03/08/2017,,,9001,510.0000,PEN,MON,,,,
30002244            ,03/08/2017,,,9001,850.0000,PEN,MON,,,,
30002245            ,03/08/2017,,,9001,1100.0000,PEN,MON,,,,
30002246            ,03/08/2017,,,9001,1400.0000,PEN,MON,,,,
30002247            ,03/08/2017,,,9001,1075.0000,PEN,MON,,,,
30002248            ,03/08/2017,,,9001,850.0000,PEN,MON,,,,
30002249            ,03/08/2017,,,9001,850.0000,PEN,MON,,,,
30002250            ,03/08/2017,,,9001,850.0000,PEN,MON,,,,
30002251            ,03/08/2017,,,9001,945.0000,PEN,MON,,,,
30002252            ,03/08/2017,,,9001,850.0000,PEN,MON,,,,
30002253            ,03/08/2017,,,9001,850.0000,PEN,MON,,,,
30002254            ,03/08/2017,,,9001,945.0000,PEN,MON,,,,
30002255            ,03/08/2017,,,9001,1800.0000,PEN,MON,,,,
30002256            ,03/08/2017,,,9001,850.0000,PEN,MON,,,,
30002257            ,03/08/2017,,,9001,850.0000,PEN,MON,,,,
30002258            ,03/08/2017,,,9001,510.0000,PEN,MON,,,,
30002259            ,03/08/2017,,,9001,850.0000,PEN,MON,,,,
30002260            ,03/08/2017,,,9001,850.0000,PEN,MON,,,,
30002261            ,03/08/2017,,,9001,850.0000,PEN,MON,,,,
30002262            ,03/08/2017,,,9001,850.0000,PEN,MON,,,,
30002263            ,03/08/2017,,,9001,850.0000,PEN,MON,,,,
30002264            ,03/08/2017,,,9001,850.0000,PEN,MON,,,,
30002265            ,03/08/2017,,,9001,1450.0000,PEN,MON,,,,
30002266            ,03/08/2017,,,9001,510.0000,PEN,MON,,,,
30002267            ,03/08/2017,,,9001,1150.0000,PEN,MON,,,,
30002268            ,03/08/2017,,,9001,950.0000,PEN,MON,,,,
30002269            ,03/08/2017,,,9001,850.0000,PEN,MON,,,,
30002270            ,03/08/2017,,,9001,850.0000,PEN,MON,,,,
30002271            ,03/08/2017,,,9001,850.0000,PEN,MON,,,,
30002272            ,03/08/2017,,,9001,850.0000,PEN,MON,,,,
30002273            ,03/08/2017,,,9001,850.0000,PEN,MON,,,,
30002274            ,03/08/2017,,,9001,850.0000,PEN,MON,,,,
30002275            ,03/08/2017,,,9001,850.0000,PEN,MON,,,,
30002276            ,03/08/2017,,,9001,945.0000,PEN,MON,,,,
30002277            ,03/08/2017,,,9001,850.0000,PEN,MON,,,,
30002278            ,03/08/2017,,,9001,850.0000,PEN,MON,,,,
30002279            ,03/08/2017,,,9001,945.0000,PEN,MON,,,,
30002280            ,03/08/2017,,,9001,850.0000,PEN,MON,,,,
30002281            ,03/08/2017,,,9001,945.0000,PEN,MON,,,,
30002282            ,03/08/2017,,,9001,945.0000,PEN,MON,,,,
30002283            ,03/08/2017,,,9001,850.0000,PEN,MON,,,,
30002284            ,03/08/2017,,,9001,850.0000,PEN,MON,,,,
30002285            ,03/08/2017,,,9001,850.0000,PEN,MON,,,,
30002286            ,03/08/2017,,,9001,1100.0000,PEN,MON,,,,
30002287            ,03/08/2017,,,9001,850.0000,PEN,MON,,,,
30002288            ,03/08/2017,,,9001,1200.0000,PEN,MON,,,,
30002290            ,03/08/2017,,,9001,510.0000,PEN,MON,,,,
30002291            ,03/08/2017,,,9001,945.0000,PEN,MON,,,,
30002292            ,03/08/2017,,,9001,850.0000,PEN,MON,,,,
30002293            ,03/08/2017,,,9001,850.0000,PEN,MON,,,,
30002294            ,03/08/2017,,,9001,945.0000,PEN,MON,,,,
30002295            ,03/08/2017,,,9001,850.0000,PEN,MON,,,,
30002296            ,03/08/2017,,,9001,850.0000,PEN,MON,,,,
30002297            ,03/08/2017,,,9001,850.0000,PEN,MON,,,,
30002298            ,03/08/2017,,,9001,850.0000,PEN,MON,,,,
30002299            ,03/08/2017,,,9001,945.0000,PEN,MON,,,,
30002300            ,03/08/2017,,,9001,850.0000,PEN,MON,,,,
30002301            ,03/08/2017,,,9001,850.0000,PEN,MON,,,,
30002302            ,03/08/2017,,,9001,850.0000,PEN,MON,,,,
30002303            ,03/08/2017,,,9001,510.0000,PEN,MON,,,,
30002304            ,03/08/2017,,,9001,945.0000,PEN,MON,,,,
30002305            ,03/08/2017,,,9001,945.0000,PEN,MON,,,,
30002306            ,03/08/2017,,,9001,945.0000,PEN,MON,,,,
30002307            ,03/08/2017,,,9001,850.0000,PEN,MON,,,,
30002308            ,03/08/2017,,,9001,850.0000,PEN,MON,,,,
30002309            ,03/08/2017,,,9001,945.0000,PEN,MON,,,,
30002310            ,03/08/2017,,,9001,850.0000,PEN,MON,,,,
30002311            ,03/08/2017,,,9001,850.0000,PEN,MON,,,,
30002312            ,03/08/2017,,,9001,850.0000,PEN,MON,,,,
30002313            ,03/08/2017,,,9001,850.0000,PEN,MON,,,,
30002314            ,03/08/2017,,,9001,1500.0000,PEN,MON,,,,
30002315            ,03/08/2017,,,9001,1075.0000,PEN,MON,,,,
30002316            ,03/08/2017,,,9001,510.0000,PEN,MON,,,,
30002317            ,03/08/2017,,,9001,850.0000,PEN,MON,,,,
30002318            ,03/08/2017,,,9001,510.0000,PEN,MON,,,,
30002319            ,03/08/2017,,,9001,510.0000,PEN,MON,,,,
30002320            ,03/08/2017,,,9001,945.0000,PEN,MON,,,,
30002321            ,03/08/2017,,,9001,850.0000,PEN,MON,,,,
30002322            ,03/08/2017,,,9001,850.0000,PEN,MON,,,,
30002323            ,03/08/2017,,,9001,945.0000,PEN,MON,,,,
30002324            ,03/08/2017,,,9001,1100.0000,PEN,MON,,,,
30002325            ,03/08/2017,,,9001,850.0000,PEN,MON,,,,
30002326            ,03/08/2017,,,9001,850.0000,PEN,MON,,,,
30002327            ,03/08/2017,,,9001,850.0000,PEN,MON,,,,
30002328            ,03/08/2017,,,9001,850.0000,PEN,MON,,,,
30002329            ,03/08/2017,,,9001,850.0000,PEN,MON,,,,
30002330            ,03/08/2017,,,9001,850.0000,PEN,MON,,,,
30002331            ,03/08/2017,,,9001,945.0000,PEN,MON,,,,
30002332            ,03/08/2017,,,9001,1200.0000,PEN,MON,,,,
30002333            ,03/08/2017,,,9001,850.0000,PEN,MON,,,,
30002334            ,03/08/2017,,,9001,850.0000,PEN,MON,,,,
30002335            ,03/08/2017,,,9001,850.0000,PEN,MON,,,,
30002336            ,03/08/2017,,,9001,510.0000,PEN,MON,,,,
30002337            ,03/08/2017,,,9001,2250.0000,PEN,MON,,,,
30002338            ,03/08/2017,,,9001,945.0000,PEN,MON,,,,
30002339            ,03/08/2017,,,9001,850.0000,PEN,MON,,,,
30002340            ,03/08/2017,,,9001,945.0000,PEN,MON,,,,
30002341            ,03/08/2017,,,9001,850.0000,PEN,MON,,,,
30002342            ,03/08/2017,,,9001,850.0000,PEN,MON,,,,
30002343            ,03/08/2017,,,9001,850.0000,PEN,MON,,,,
30002344            ,03/08/2017,,,9001,850.0000,PEN,MON,,,,
30002345            ,03/08/2017,,,9001,2000.0000,PEN,MON,,,,
30002346            ,03/08/2017,,,9001,510.0000,PEN,MON,,,,
30002347            ,03/08/2017,,,9001,20000.0000,PEN,MON,,,,
30002348            ,03/08/2017,,,9001,1075.0000,PEN,MON,,,,
30002349            ,03/08/2017,,,9001,850.0000,PEN,MON,,,,
